,微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,sentiment,negative_prob,abnormal
508,78670,400,531000,1,1,0,2,1,0.925105,0.0337029,0
509,1314,122,648,0,0,0,0,1,0.653262,0.156032,0
510,34586,112,562000,1,1,11,3,1,0.982775,0.00775136,0
511,880,186,25,1,0,3,0,0,-0.811123,0.915005,0
512,40,24,22,0,0,0,0,1,-0.863105,0.938397,0
513,3852,173,85,0,0,1,0,1,-0.99983,0.999924,0
514,1005,80,18000,1,0,36,5,1,0.969431,0.0137562,0
515,5,72,572,0,0,10,11,1,-0.882269,0.947021,0
516,7507,54,906000,0,1,1,0,1,0.967288,0.0147203,0
517,244236,431,1849000,1,1,15,1,1,0.998607,0.000626919,0
518,7152,88,571000,1,1,6,1,1,0.861769,0.062204,0
519,108492,39,2187000,1,1,10,2,1,-0.997358,0.998811,0
520,16287,209,10128000,1,1,42,31,0,0.307285,0.311722,0
521,249081,841,3636000,1,1,158,12,1,0.0,0.391634,0
522,92425,971,281000,1,1,31,15,1,0.261957,0.332119,0
523,117458,712,30929000,1,1,61,20,1,0.798705,0.0905829,0
524,146621,2432,46500000,1,1,47,15,1,0.76558,0.105489,0
525,167144,1414,4886000,1,1,62,11,0,-0.635078,0.835785,0
526,158098,2993,109000000,1,1,43,7,0,-0.595063,0.817778,0
527,71051,724,23479000,1,1,29,7,1,-0.899835,0.954926,0
528,11480,688,574000,1,1,94,15,1,-0.868019,0.940609,0
529,82859,515,7833000,1,1,25,6,1,0.0,0.460369,0
530,871,288,70,1,0,0,0,1,0.0,0.396111,0
531,154,115,16,1,0,0,0,0,-0.996922,0.998615,0
532,3856,678,102000,1,1,4,0,1,-0.951666,0.97825,0
533,1063,514,6,1,0,0,0,1,-0.900545,0.955245,0
534,5853,508,509,1,0,0,0,1,-0.999639,0.999837,0
535,264,8,2,1,0,0,0,0,-0.967986,0.985594,0
536,31533,4,285,0,1,0,0,1,-0.997133,0.99871,0
537,41,176,2094,1,0,0,0,0,0.992702,0.00328429,0
538,2253,664,172,1,0,0,0,0,0.0,0.540153,0
539,6028,4977,1149,1,0,0,0,1,-0.995898,0.998154,0
540,11,19,4,1,0,0,0,1,-0.999946,0.999976,0
541,58428,396,40000,1,1,1,0,1,0.633423,0.16496,0
542,7882,198,19,1,0,0,0,0,0.931227,0.0309479,0
543,358,186,156,1,0,0,2,0,-0.831067,0.92398,0
544,3361,516,287,1,0,0,1,0,0.998672,0.000597375,0
545,1073,227,206,1,0,0,0,0,0.984801,0.00683952,0
546,49456,411,141000,1,1,5,3,1,-0.984928,0.993218,0
547,12617,4722,431000,1,1,3,0,1,0.932221,0.0305005,0
548,2449,508,524,1,0,0,2,1,-0.993025,0.996861,0
549,7,102,49,0,0,0,0,0,0.352136,0.291539,0
550,6357,2209,9074,1,1,0,0,0,-0.996814,0.998566,0
551,543,58,4,0,0,0,0,1,-0.998839,0.999478,0
552,1221,553,47,1,0,0,0,1,0.888264,0.050281,0
553,1040,300,280,1,0,0,0,1,-0.998041,0.999119,0
554,1513,318,2,1,0,0,0,1,-0.999863,0.999939,0
555,8717,1548,284000,1,1,0,0,1,-0.974346,0.988456,0
556,25,11,2,0,0,0,0,1,0.999492,0.000228538,0
557,747,496,70,0,0,0,0,1,-0.985721,0.993574,0
558,111,47,1,0,0,0,0,1,0.0,0.486921,0
559,3365,337,251,1,1,465,21,1,-0.998893,0.999502,0
560,61584,148,1301000,1,1,1,0,1,0.0,0.571878,0
561,88257,14247,1553000,1,1,69,15,1,-0.814122,0.916355,0
562,51228,1885,1313000,1,1,70,35,1,0.99969,0.000139449,0
563,29267,2623,119000,1,0,19,6,1,0.64079,0.161644,0
564,117139,478,5132000,1,1,59,3,1,0.606209,0.177206,0
565,5464,761,223000,1,1,481,42,1,-0.999501,0.999776,0
566,31137,985,1090000,1,1,42,22,1,0.956528,0.0195624,0
567,3460,807,415,1,0,0,0,0,0.96131,0.0174106,0
568,349,142,209,0,0,0,0,0,0.969629,0.0136669,0
569,4861,88,245,0,0,0,0,0,-0.999353,0.999709,0
570,23411,1377,1458000,1,0,0,0,0,0.99923,0.00034649,0
571,4828,995,6160,1,1,1,0,0,0.0,0.60979,0
572,1328,450,121,1,0,0,0,0,-0.746778,0.88605,0
573,356,900,53,0,0,0,0,0,0.999426,0.000258101,0
574,1982,67,478,1,0,0,0,0,0.979287,0.00932097,0
575,246,135,66,1,0,0,0,0,0.935102,0.0292042,0
576,44,38,1344,1,1,0,0,1,-0.921856,0.964835,0
577,4595,825,445,1,0,0,0,0,0.854564,0.0654461,0
578,5935,215,116,1,0,0,0,0,-0.969584,0.986313,0
579,480,508,81000,1,1,5,1,1,-0.994129,0.997358,0
580,119,6,8,1,0,0,0,0,0.8332,0.0750598,0
581,2417,1332,142,0,0,1,0,1,0.999632,0.000165797,0
582,63,37,1,1,0,0,0,1,0.914133,0.03864,0
583,773,137,190000,1,1,2,1,1,0.999878,5.50604e-05,0
584,170,8,2,0,0,0,0,0,-0.822633,0.920185,0
585,651,161,17000,1,1,0,0,1,0.983821,0.00728047,0
586,18443,1275,213000,1,1,20,19,1,0.956117,0.0197475,0
587,7979,208,12000,0,1,52,6,0,-0.927635,0.967436,0
588,83,94,127,1,0,345,142,1,-0.99996,0.999982,0
589,1809,252,506000,1,0,858,195,0,-0.841595,0.928718,0
590,58864,2135,170000,0,1,1004,131,0,0.988171,0.00532325,0
591,1636,482,642000,1,1,2189,281,1,0.970398,0.0133211,0
592,42408,967,567000,1,1,115,12,1,-0.489612,0.770325,0
593,59657,1190,667000,1,1,234,32,1,0.0,0.532938,0
594,19398,27,649000,0,1,1785,489,0,0.0,0.633681,0
595,82609,136,6020000,1,1,26,3,1,-0.994329,0.997448,0
596,11802,271,3556000,1,1,29,17,1,-0.984549,0.993047,0
597,70889,530,2137000,1,1,107,23,0,0.706467,0.13209,0
598,127916,1922,4750000,1,1,147,136,0,0.986917,0.00588723,0
599,178280,1267,18931000,1,1,43,12,1,0.950357,0.0223392,0
600,6901,321,1190000,1,1,32,34,1,-0.990769,0.995846,0
601,53411,1811,1883000,1,1,4,0,1,-0.588497,0.814823,0
602,134,331,3,1,0,39,1,1,0.963539,0.0164077,0
603,1403,120,1972,1,0,15,0,0,0.999616,0.000172741,0
604,6008,194,245000,1,1,8,20,1,0.998962,0.000467096,0
605,6533,271,137000,1,1,13,4,0,0.0,0.606808,0
606,35659,772,23000,1,1,1,2,1,0.999148,0.000383188,0
607,14108,18209,5818,1,0,2,2,1,-0.645309,0.840389,0
608,23831,1234,210000,1,1,4,0,0,-0.995141,0.997813,0
609,176,42,3571,0,0,29,12,1,-0.733396,0.880028,0
610,1521,415,18000,1,0,113,42,0,0.238533,0.34266,0
611,11446,71,894000,1,1,316,1,1,-0.758561,0.891352,0
612,3994,1792,2204,1,0,8,1,1,0.935365,0.0290859,0
613,117458,712,30929000,1,1,49,5,0,-0.47474,0.763633,0
614,3017,177,234000,1,1,3,1,0,0.0,0.395998,0
615,6420,383,192000,1,1,11,1,1,-0.995436,0.997946,0
616,14358,755,2173000,1,1,1,1,1,0.94095,0.0265725,0
617,1572,122,93000,1,1,101,13,0,0.952659,0.0213036,0
618,82609,136,6020000,1,1,3,0,1,-0.969837,0.986427,0
619,5755,183,479000,1,1,130,19,1,-0.999899,0.999955,0
620,18538,901,5828000,1,1,58,11,0,0.992863,0.00321146,0
621,20449,431,773000,1,1,26,10,1,0.261196,0.332462,0
622,15362,384,3153000,1,1,4,0,1,0.733163,0.120077,0
623,2490,588,58,1,0,0,0,0,0.0,0.609676,0
624,65861,679,2561,0,1,2,1,1,-0.956089,0.98024,0
625,928,653,117,0,0,0,0,0,-0.554278,0.799425,0
626,1468,222,85,1,0,2,1,0,0.999973,1.21923e-05,0
627,2851,318,349,0,0,1,0,1,0.959207,0.018357,0
628,2154,2363,384000,1,1,373,43,1,-0.996161,0.998272,0
629,3635,320,472,1,0,0,0,0,-0.998069,0.999131,0
630,1588,419,11000,1,1,0,0,1,-0.259478,0.666765,0
631,2654,482,186000,1,1,0,0,1,0.999119,0.000396497,0
632,832,512,324,1,0,0,0,1,-0.486626,0.768982,0
633,412,252,276,1,0,0,0,0,0.424466,0.25899,0
634,638,222,134,1,0,0,0,0,0.908235,0.041294,0
635,6195,1900,207000,1,1,12,3,1,0.829914,0.0765385,0
636,151,724,76,0,0,0,0,1,0.999346,0.000294376,0
637,91213,628,8801000,1,1,47,22,1,0.854948,0.0652733,0
638,108766,1999,3755000,1,1,31,10,1,0.595262,0.182132,0
639,7269,95,409000,1,1,471,89,0,-0.331704,0.699267,0
640,206571,1296,77772000,1,1,48,26,1,-0.845209,0.930344,0
641,196595,438,8172000,1,1,299,16,1,0.0,0.444152,0
642,178280,1267,18931000,1,1,231,34,1,0.922012,0.0350946,0
643,114850,1477,10662000,1,1,51,11,1,-0.518639,0.783387,0
644,27137,105,4180000,1,1,314,76,1,-0.740252,0.883114,0
645,13184,405,153000,1,1,74,29,1,-0.983168,0.992426,0
646,32257,452,450000,1,1,44,2,1,-0.997752,0.998989,0
647,127342,2699,20206000,1,1,24,6,1,-0.318245,0.69321,0
648,5277,50,131000,1,1,20,27,1,-0.994202,0.997391,0
649,14587,272,1019000,1,1,32,3,1,0.917779,0.0369993,0
650,193224,2810,61261000,1,1,242,50,1,0.0,0.464238,0
651,39222,1199,4111000,1,1,2779,294,0,-0.79358,0.907111,0
652,116191,490,26487000,1,1,25,7,1,0.0,0.509943,0
653,21650,74,428000,1,1,1055,12,1,0.729353,0.121791,0
654,37077,475,134000,1,1,44,0,0,-0.551557,0.798201,0
655,13184,405,153000,1,1,40,8,1,-0.969354,0.986209,0
656,180159,884,25164000,1,1,95,27,1,0.976908,0.0103915,0
657,122,91,12,0,0,0,0,0,-0.898195,0.954188,0
658,601,192,69,1,0,0,1,1,-0.827356,0.92231,0
659,2915,256,340,1,0,0,0,1,0.998156,0.000830027,0
660,2532,2085,503,1,0,0,0,0,-0.921399,0.96463,0
661,1832,630,2064,1,0,0,0,0,0.993943,0.00272569,0
662,2840,739,4071,1,1,26,16,1,0.423488,0.25943,0
663,2447,693,326,1,0,0,0,0,-0.991144,0.996015,0
664,2906,498,2561000,1,1,1,0,1,0.936312,0.0286598,0
665,31474,4,285,0,1,0,0,0,0.955689,0.0199398,0
666,7856,358,643,1,0,0,0,0,0.864584,0.0609371,0
667,932,252,64,1,0,0,0,1,-0.997656,0.998945,0
668,9705,912,1419,1,0,0,0,1,0.995107,0.0022019,0
669,62350,1424,2955,1,1,0,0,1,0.727667,0.12255,0
670,4047,547,78,1,0,0,0,1,-0.739456,0.882755,0
671,12330,3175,19000,1,1,0,0,1,-0.881795,0.946808,0
672,610,108,22,1,0,0,0,0,0.969119,0.0138965,0
673,3085,221,39,1,0,0,0,0,0.848832,0.0680257,0
674,952,375,295,1,1,0,0,1,-0.320382,0.694172,0
675,9202,267,95,1,0,0,0,0,-0.814107,0.916348,0
676,53506,448,3799000,1,1,43,12,1,-0.490402,0.770681,0
677,317917,2751,25052000,1,1,91,7,1,0.0,0.377685,0
678,19399,27,649000,0,1,855,231,1,-0.999629,0.999833,0
679,1909,1687,464000,1,1,68,8,1,0.999908,4.1547e-05,0
680,41036,200,1314000,1,1,13,6,1,0.604773,0.177852,0
681,2513,562,15000,1,1,2287,48,1,-0.963672,0.983652,0
682,314,521,1016,1,0,28,3,1,0.990631,0.00421624,0
683,3857,1444,148000,1,1,76,7,0,0.681164,0.143476,0
684,17838,2048,269000,1,1,48,18,1,-0.958936,0.981521,0
685,2763,3,45000,1,1,86,13,1,-0.987322,0.994295,0
686,2379,929,332,1,0,0,0,0,0.0,0.556589,0
687,2653,233,521,1,0,2,6,0,-0.88311,0.947399,0
688,627,149,36,1,0,0,1,0,0.893255,0.0480352,0
689,150,100,31,1,0,0,0,1,-0.929409,0.968234,0
690,156,511,187,0,0,2,0,1,0.985968,0.00631436,0
691,7295,168,76,1,0,0,0,1,0.848659,0.0681033,0
692,30662,600,126000,1,1,0,0,1,0.0,0.502839,0
693,17435,2143,7329,0,1,0,0,1,0.0,0.550796,0
694,22135,548,825,1,1,2,5,1,0.999968,1.43846e-05,0
695,1886,427,10000,1,1,7,0,1,-0.733331,0.879999,0
696,30408,2282,273000,1,0,70,20,1,0.946893,0.0238982,0
697,7088,199,259000,1,1,21,12,1,-0.542528,0.794137,0
698,53644,816,3108000,1,1,3,0,1,0.797075,0.0913164,0
699,118076,436,37780000,1,1,19,3,1,0.904186,0.0431164,0
700,39289,70,157000,1,1,1380,36,1,0.99969,0.000139429,0
701,131189,354,18052000,1,1,51,9,1,0.0,0.612089,0
702,132092,4519,1075000,1,1,14,12,0,0.555537,0.200008,0
703,2049,2,411,0,0,0,0,1,-0.985863,0.993638,0
704,594,45,15,1,0,0,0,1,-0.662851,0.848283,0
705,3772,125,65,1,0,0,0,0,-0.632157,0.834471,0
706,38769,250,235000,1,1,7,2,1,0.860109,0.0629509,0
707,15173,450,4807,1,1,0,0,1,0.0,0.549261,0
708,290,240,71,0,0,21,31,1,0.977155,0.0102802,0
709,340,945,60,1,0,0,0,1,0.99974,0.000116856,0
710,5055,1954,77000,1,1,0,0,1,0.46935,0.238792,0
711,615,240,281,0,0,0,0,0,-0.813216,0.915947,0
712,1192,28,80,0,0,0,0,0,0.999547,0.000203895,0
713,1066,711,1302,1,0,0,0,1,0.797215,0.0912532,0
714,10262,418,107000,1,1,0,0,0,0.871243,0.0579406,0
715,427,266,16,1,0,1,0,0,-0.988352,0.994758,0
716,147994,1441,14064000,1,1,0,0,1,0.972913,0.0121894,0
717,15825,338,715,1,0,0,0,0,0.0,0.627598,0
718,1158,362,195,1,0,1,0,1,-0.903138,0.956412,0
719,568,950,54,0,0,0,2,0,-0.999744,0.999885,0
720,68064,1000,974000,1,1,0,0,1,-0.814202,0.916391,0
721,283,148,53,1,0,0,0,0,-0.999972,0.999987,0
722,77,140,356,1,0,0,0,0,0.892482,0.0483833,0
723,112,262,194,1,0,0,0,0,0.98349,0.00742949,0
724,203,564,75,0,0,0,0,0,0.978152,0.00983138,0
725,45,1498,476,1,0,0,0,1,-0.463029,0.758363,0
726,8742,1636,723,1,0,0,0,0,0.795363,0.0920868,0
727,14586,629,422,1,1,124,73,1,0.811823,0.0846795,0
728,2532,2085,503,1,0,0,0,1,0.837176,0.0732707,0
729,4005,301,146000,1,1,6,1,1,-0.879953,0.945979,0
730,100755,1056,8458000,1,1,26,1,1,-0.286786,0.679054,0
731,2494,349,250000,1,0,122,4,0,-0.974115,0.988352,0
732,2093,26,163000,1,1,86,3,1,-0.964094,0.983842,0
733,37847,19006,534000,1,1,8,1,0,0.748633,0.113115,0
734,32,76,3,1,0,87,1,1,-0.999274,0.999673,0
735,373,926,1447,1,0,33,0,1,-0.964907,0.984208,0
736,18658,510,128000,1,1,6,0,0,-0.926998,0.967149,0
737,13552,578,21000,1,1,45,3,1,0.887833,0.0504752,0
738,26743,2168,202000,1,0,208,18,0,-0.898052,0.954124,0
739,589,388,101000,1,1,22,14,1,0.99996,1.80653e-05,0
740,62,104,56,0,0,17,0,0,-0.852952,0.933828,0
741,2324,1172,231,1,0,37,2,0,-0.899081,0.954587,0
742,42819,596,604000,1,1,582,70,1,-0.878694,0.945412,0
743,2884,25,1691,1,0,10,8,1,0.972936,0.0121788,0
744,14761,694,11000,1,1,32,0,1,-0.745677,0.885555,0
745,794,269,334,1,0,3,0,1,0.999809,8.58248e-05,0
746,115,983,1373,1,0,6,20,1,0.995659,0.00195334,0
747,50,133,137,1,0,17,1,1,0.994189,0.00261502,0
748,35422,1689,4374,1,0,15,8,1,0.999833,7.50223e-05,0
749,206160,20000,626000,1,1,4,2,1,0.999932,3.05319e-05,0
750,79239,839,11150000,1,1,4,3,1,0.224806,0.348837,0
751,2561,237,58,0,0,0,0,0,0.428192,0.257314,0
752,207,65,10,1,0,0,0,1,0.0,0.526716,0
753,521,231,16,1,0,0,0,1,0.999955,2.01919e-05,0
754,99043,6162,122000,0,1,0,0,0,0.855906,0.0648424,0
755,218,8,3,0,0,0,0,1,0.0,0.377486,0
756,4860,621,718,0,0,1,2,1,0.998862,0.000512118,0
757,199,85,159,1,0,0,0,0,-0.966554,0.984949,0
758,257,478,186,1,0,0,0,0,0.628507,0.167172,0
759,12734,107,183000,1,1,109,20,1,0.569997,0.193501,0
760,61527,539,5173000,1,1,28,24,1,0.909347,0.040794,0
761,309852,839,48101000,1,1,26,7,1,-0.499792,0.774907,0
762,94841,1303,5003000,1,1,15,5,1,-0.999729,0.999878,0
763,136146,1027,3624000,1,1,33,12,1,0.99865,0.000607513,0
764,114850,1477,10662000,1,1,82,19,0,0.0,0.503543,0
765,73387,531,57000,1,1,66,17,1,0.466643,0.240011,0
766,1923,60,355000,1,1,388,53,1,0.99114,0.00398719,0
767,519,377,251,1,0,0,0,1,0.998569,0.000643728,0
768,6,132,10,1,0,0,0,1,0.999293,0.000318058,0
769,92429,971,281000,1,1,42,14,0,-0.249025,0.662061,0
770,1604,93,145,1,0,0,0,0,-0.69008,0.860536,0
771,446,114,61,1,0,0,0,0,0.936966,0.0283654,0
772,954,805,100,1,0,0,0,0,0.999886,5.1275e-05,0
773,73,57,6,1,0,1,0,1,-0.99965,0.999842,0
774,326,230,281,1,0,0,0,0,0.735551,0.119002,0
775,82200,951,3662,1,1,0,0,1,0.779058,0.0994239,0
776,3622,530,27,0,0,0,0,1,0.785152,0.0966815,0
777,5895,883,4336,1,1,0,1,0,-0.999957,0.999981,0
778,94,544,759,1,1,0,0,1,-0.624117,0.830853,0
779,178159,4310,687000,1,1,1,0,0,0.911065,0.0400208,0
780,17945,375,8827,1,1,5,0,1,0.99554,0.00200717,0
781,2492,474,2022,1,1,0,0,0,0.0,0.512552,0
782,8,35,7,1,0,1,7,1,-0.998339,0.999252,0
783,398,531,5046,1,0,5,0,0,0.989248,0.00483834,0
784,6642,812,293,1,0,4,0,1,0.679047,0.144429,0
785,11708,322,147000,1,1,3,0,1,0.0,0.476395,0
786,171840,397,64951000,1,1,21,19,1,0.969471,0.0137382,0
787,92430,971,281000,1,1,140,29,1,0.715402,0.128069,0
788,15362,384,3153000,1,1,28,1,1,0.980735,0.00866914,0
789,7070,701,3411000,1,1,31,10,0,-0.996151,0.998268,0
790,151136,1932,95474000,1,1,23,1,0,0.979337,0.00929841,0
791,9587,253,951000,1,1,0,0,1,-0.211134,0.645011,0
792,30513,995,3791000,1,1,0,0,1,-0.993535,0.997091,0
793,3156,174,13000,1,1,3,2,0,0.99034,0.00434681,0
794,6297,552,3981,1,1,1,0,0,-0.999583,0.999812,0
795,1454,1488,245,1,0,0,0,1,-0.911074,0.959983,0
796,71,44,4,0,0,0,0,0,0.996305,0.00166262,0
797,558,571,255,1,0,0,0,1,0.943247,0.0255386,0
798,2850,159,638,1,0,0,0,0,-0.836855,0.926585,0
799,19522,298,6967,0,1,0,0,1,0.297822,0.31598,0
800,101,42,19,1,0,0,0,1,0.719576,0.126191,0
801,435,111,41,1,0,0,0,0,0.0,0.592435,0
802,368,211,43,0,0,5,4,0,-0.994912,0.99771,0
803,1203,324,4954,1,0,0,0,0,0.996237,0.00169348,0
804,203,443,125,0,0,2,0,0,-0.955996,0.980198,0
805,44,271,351,1,0,1,4,0,0.817995,0.0819022,0
806,1958,0,16000,1,0,48,4,1,0.283869,0.322259,0
807,83239,1583,377000,1,1,7,5,1,-0.98696,0.994132,0
808,1169,152,16000,1,0,36,14,1,0.858272,0.0637776,0
809,2866,816,318,1,0,15,0,1,0.887996,0.0504017,0
810,71476,442,688000,1,1,2,8,1,0.0,0.625788,0
811,1,5,1,0,0,16,1,1,-0.999904,0.999957,0
812,3624,94,118000,1,1,9,0,1,-0.797603,0.908921,0
813,1186,759,296,1,0,28,0,1,-0.999251,0.999663,0
814,8248,96,518000,1,1,5,3,0,0.558596,0.198632,0
815,12227,383,206000,1,1,42,27,0,-0.998089,0.99914,0
816,22,55,4,0,0,26,3,0,0.822855,0.0797153,0
817,14042,2381,380000,1,1,5,5,1,0.220296,0.350867,0
818,13763,96,15000,1,1,37,15,1,-0.903844,0.95673,0
819,57,155,8,0,0,17,4,1,-0.819668,0.918851,0
820,9582,881,303000,1,1,66,6,0,0.0,0.562469,0
821,279,122,118,0,0,31,2,0,0.599735,0.180119,0
822,59347,1389,1033000,1,1,11,3,1,-0.996381,0.998371,0
823,9286,455,153,1,0,34,0,0,-0.988086,0.994639,0
824,82945,218,7859000,0,1,8,2,1,0.0,0.40474,0
825,1599,152,79,0,0,0,0,1,0.775547,0.101004,0
826,1971,1001,384,1,0,0,0,1,-0.99697,0.998636,0
827,483,49,193,0,0,0,0,0,0.0,0.548295,0
828,193,519,115,1,0,0,0,0,0.919026,0.0364382,0
829,205,147,14,0,0,4,3,1,0.670229,0.148397,0
830,434,202,203,1,0,0,0,0,-0.980902,0.991406,0
831,7643,473,148000,1,1,19,5,0,-0.747381,0.886322,0
832,3303,48,317,1,0,0,0,1,0.939166,0.0273755,0
833,271,171,3,0,0,0,0,1,-0.73005,0.878523,0
834,27743,1780,206000,1,1,2,0,1,0.0,0.59063,0
835,100697,6,126000,1,0,247,19,0,-0.999897,0.999954,0
836,104,35,5,0,0,85,1,1,-0.843281,0.929477,0
837,4979,291,188,0,0,51,15,1,0.996013,0.00179419,0
838,134135,1153,379000,1,1,0,0,1,-0.8401,0.928045,0
839,49456,411,141000,1,1,9,5,1,-0.984928,0.993218,0
840,53857,298,1782000,1,1,6,0,0,0.564519,0.195966,0
841,8958,4956,8292,1,0,0,0,0,0.841785,0.0711968,0
842,1704,681,116,1,0,0,0,0,0.288106,0.320352,0
843,3220,468,14000,1,1,0,0,1,0.57242,0.192411,0
844,16192,1902,12000,1,1,3,1,1,0.999496,0.000227026,0
845,474,380,1149,1,0,1,6,0,0.999849,6.7913e-05,0
846,13898,9,211000,0,1,13,1,1,0.342457,0.295894,0
847,180159,884,25164000,1,1,11,3,1,-0.836944,0.926625,0
848,12770,792,155000,1,1,225,18,1,0.961791,0.0171942,0
849,2137,70,1072000,1,1,1364,208,1,0.417164,0.262276,0
850,553,77,196000,1,1,594,125,1,0.979056,0.00942492,0
851,35423,876,987000,1,1,39,5,0,0.901916,0.0441376,0
852,38215,313,873000,1,1,203,11,0,-0.997289,0.99878,0
853,13956,397,137000,1,1,53,15,0,0.0,0.539223,0
854,139933,2461,3858000,1,1,90,14,1,-0.997565,0.998904,0
855,537,1317,462,1,0,1,0,1,0.7224,0.12492,0
856,1680,380,311,1,0,0,0,0,0.944109,0.0251509,0
857,3541,220,36,1,0,1,0,0,0.994596,0.00243194,0
858,1690,229,571,1,0,0,0,0,0.779173,0.0993723,0
859,1279,225,42,1,0,6,0,1,0.433286,0.255021,0
860,2783,446,431,1,0,0,0,1,0.999654,0.000155619,0
861,1769,206,119,1,0,0,0,0,0.9722,0.01251,0
862,467,208,131,1,0,0,0,0,0.948592,0.0231338,0
863,206,38,16,1,0,1,0,1,-0.404354,0.731959,0
864,677,722,838,1,1,0,0,1,-0.684033,0.857815,0
865,96608,1034,2760000,1,1,0,0,1,0.0,0.392821,0
866,230649,1293,3020000,1,1,17,4,1,0.437514,0.253119,0
867,146622,2432,46500000,1,1,20,4,1,0.312856,0.309215,0
868,27,95,36,1,0,1,0,0,0.886742,0.0509663,0
869,11982,50,85,1,0,0,0,1,0.81476,0.0833578,0
870,436,112,6,1,0,0,0,1,-0.998128,0.999158,0
871,1662,580,691,1,0,0,0,0,0.0,0.435403,0
872,2246,1073,181,1,0,0,1,0,-0.999036,0.999566,0
873,13,163,15,0,0,0,0,0,0.998977,0.000460485,0
874,19393,255,77000,1,1,0,0,1,-0.662158,0.847971,0
875,10230,587,76000,1,0,87,28,1,-0.998816,0.999467,0
876,2697,450,339,1,0,0,0,0,0.0,0.496458,0
877,6409,363,69,1,0,0,0,1,-0.952791,0.978756,0
878,1165,502,532,1,0,0,0,1,0.956663,0.0195019,0
879,136,25,4,0,0,0,0,0,0.995752,0.00191145,0
880,14,96,82,1,0,0,0,0,-0.933167,0.969925,0
881,678,623,515,1,0,0,0,0,0.939173,0.0273721,0
882,5607,1921,9524,1,0,0,0,1,-0.993184,0.996933,0
883,549,398,75,1,0,0,0,0,0.999479,0.00023458,0
884,1,4,1,0,0,31,3,1,-0.999834,0.999925,0
885,14746,6257,242000,1,1,83,12,0,0.995144,0.00218518,0
886,9449,602,150000,1,1,199,36,1,-0.999866,0.99994,0
887,171840,397,64951000,1,1,17,3,1,0.872003,0.0575987,0
888,4842,109,2088000,1,1,23,14,1,-0.49626,0.773317,0
889,8141,504,263000,1,0,196,12,1,0.41293,0.264182,0
890,74831,371,15000,1,1,25,4,1,0.991536,0.00380864,0
891,32299,1286,160000,1,1,120,63,1,0.997645,0.00105972,0
892,8914,2623,581,1,0,0,0,0,-0.776878,0.899595,0
893,24768,412,1030000,1,1,1,0,1,0.900549,0.0447529,0
894,213,105,55,1,0,0,0,0,0.0,0.376741,0
895,740,119,11000,1,1,1,0,0,-0.443137,0.749412,0
896,3074,393,555,1,0,0,0,0,0.982657,0.00780416,0
897,16519,990,409000,1,1,2,0,1,0.999951,2.22827e-05,0
898,16484,4986,19000,0,0,4,11,0,0.790717,0.0941775,0
899,2614,461,430,1,0,0,0,0,0.0,0.520642,0
900,1445,196,21,1,0,1,0,0,0.936118,0.0287467,0
901,82,387,117,1,0,0,0,1,0.998835,0.000524086,0
902,34586,112,562000,1,1,3,3,1,0.982775,0.00775136,0
903,5208,338,17000,1,1,0,1,0,0.864053,0.0611763,0
904,523,174,42,0,0,0,0,0,-0.924916,0.966212,0
905,3687,568,464,1,0,0,0,0,-0.989652,0.995343,0
906,134135,1153,379000,1,1,1,0,0,0.953538,0.020908,0
907,62814,100,887000,1,1,0,0,0,-0.448452,0.751803,0
908,37673,3236,697000,1,1,1,1,0,0.310126,0.310443,0
909,687,136,167,1,0,0,0,0,0.0,0.415005,0
910,16888,7829,169000,1,1,14,2,0,0.357207,0.289257,0
911,11086,312,893000,1,1,2,1,1,0.97729,0.0102195,0
912,184002,1273,25521000,1,1,2,0,1,0.385986,0.276306,0
913,805,94,964,1,0,10,4,0,0.855226,0.0651481,0
914,23576,1644,462000,1,1,4,5,1,-0.694897,0.862704,0
915,7124,5067,1013000,1,1,7,1,1,0.952411,0.021415,0
916,7124,5067,1013000,1,1,7,1,1,-0.825718,0.921573,0
917,1161,161,128000,1,1,10,0,0,-0.814776,0.916649,0
918,62430,441,128000,1,1,1,1,1,0.934091,0.0296591,0
919,74,181,74,1,0,0,2,0,-0.999234,0.999655,0
920,936,6,1,1,0,0,0,1,-0.990239,0.995608,0
921,146,6,1,0,0,0,0,0,0.690833,0.139125,0
922,1164,282,96,1,0,0,0,0,-0.751126,0.888007,0
923,9812,35,177000,1,1,6,0,1,0.760385,0.107827,0
924,120,188,3,0,0,0,0,1,-0.990625,0.995781,0
925,2041,14246,2126000,1,1,0,1,1,0.999966,1.55011e-05,0
926,6724,127,515,1,1,0,0,0,-0.673867,0.85324,0
927,228,274,13,1,0,0,0,1,0.910606,0.0402272,0
928,631,351,425,1,0,0,0,1,0.993632,0.00286542,0
929,5242,556,1915,1,1,3,2,0,0.980943,0.00857564,0
930,24707,520,1641000,1,1,1,0,1,0.999305,0.000312713,0
931,767,120,314,1,0,0,0,1,0.996405,0.00161795,0
932,2908,175,134000,1,0,16,7,0,0.581342,0.188396,0
933,135,262,295,1,0,0,0,0,0.975959,0.0108187,0
934,3816,211,8572,1,0,56,24,1,0.910982,0.0400584,0
935,1893,280,72,0,0,0,0,0,0.914548,0.0384534,0
936,69,13,2,0,0,0,0,1,-0.99073,0.995829,0
