,微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,sentiment,negative_prob,abnormal
81,26008,990,965000,1,1,8,2,1,0.900899,0.0445953,0
82,4208,5012,1234,1,0,4,2,1,0.644483,0.159983,0
83,49072,207,1165000,1,1,3,0,1,-0.744915,0.885212,0
84,43261,3036,2692000,1,1,32,4,0,-0.987824,0.994521,0
85,2943,417,67000,1,0,45,29,1,0.959901,0.0180444,0
86,2444,125,470000,1,1,128739,1835,0,-0.723093,0.875392,0
87,1674,361,496000,1,1,149,25,1,0.986658,0.00600394,0
88,17443,2018,145000,1,1,66,14,1,0.0,0.5954,0
89,50509,3653,1466000,1,1,31,25,1,-0.54177,0.793797,0
90,193224,2810,61261000,1,1,32379,2301,1,0.710071,0.130468,0
91,34877,1607,743000,1,1,40,7,1,0.970646,0.0132093,0
92,21125,3239,3980000,1,1,27,4,1,0.994363,0.00253684,0
93,39491,160,4013000,1,1,15,0,0,0.980545,0.00875456,0
94,42619,336,1632000,1,1,1,0,1,0.763668,0.106349,0
95,79436,646,7697000,1,1,2,0,0,0.727817,0.122482,0
96,100631,424,3587000,1,1,1,0,0,0.97606,0.0107732,0
97,27979,478,7977000,1,1,0,1,1,-0.992309,0.996539,0
98,177086,1170,5485000,1,1,4,0,1,0.989224,0.00484914,0
99,117460,712,30929000,1,1,93,6,0,0.930814,0.0311338,0
100,246675,1017,40359000,1,1,8,2,1,0.935468,0.0290393,0
101,152859,3063,151000000,1,1,6593,477,0,0.989403,0.00476866,0
102,35466,123,4853000,1,1,575,8,1,0.993399,0.00297052,0
103,62850,71,10401000,1,1,59,7,1,0.993749,0.00281298,0
104,27137,105,4180000,1,1,313,76,1,-0.740252,0.883114,0
105,13181,404,153000,1,1,74,29,1,-0.983168,0.992426,0
106,1325,64,2424000,1,1,280,31,1,0.0,0.526003,0
107,138956,933,48892000,1,1,24,1,1,0.998966,0.000465531,0
108,6641,120,15000,1,0,102,15,0,-0.990533,0.99574,0
109,32255,452,450000,1,1,44,2,1,-0.997752,0.998989,0
110,5277,50,131000,1,1,20,26,1,-0.994202,0.997391,0
111,130177,646,1256000,1,1,15,16,1,0.43373,0.254822,0
112,1422,154,101,1,0,0,0,1,-0.981673,0.991753,0
113,308,9,6,1,0,0,2,1,0.941722,0.026225,0
114,193,82,33,1,0,0,4,0,0.485892,0.231349,0
115,1608,15,288,1,1,0,0,1,0.0,0.510433,0
116,415,36,36,1,0,1,0,1,0.283595,0.322382,0
117,4900,320,194,1,0,0,1,0,-0.839226,0.927652,0
118,2438,29,219,1,0,2,0,1,-0.991665,0.996249,0
119,11279,845,149000,1,1,0,0,0,0.0,0.606872,0
120,7557,263,245,1,0,0,0,0,0.984053,0.00717602,0
121,24355,243,701000,1,1,23,7,0,0.966992,0.0148538,0
122,151135,1932,95474000,1,1,22,7,1,0.93799,0.0279045,0
123,9449,602,150000,1,1,198,51,0,-0.620566,0.829255,0
124,171839,397,64952000,1,1,21,19,1,0.969471,0.0137382,0
125,13106,737,49000,1,1,29,30,1,-0.349915,0.707462,0
126,92425,971,281000,1,1,140,29,1,0.715402,0.128069,0
127,15362,384,3153000,1,1,27,1,1,0.980735,0.00866915,0
128,4294,1243,241000,1,1,52,21,0,0.998957,0.000469179,0
129,2160,2173,576,1,0,0,1,1,-0.630815,0.833867,0
130,1874,509,373,1,0,0,0,0,0.998946,0.000474343,0
131,97035,122,349,0,1,0,0,0,0.34238,0.295929,0
132,1965,196,114,1,0,0,0,1,-0.710932,0.869919,0
133,47,126,150,1,0,0,0,0,0.996616,0.0015228,0
134,133,53,3,1,0,0,0,1,-0.884418,0.947988,0
135,34475,758,303000,1,1,1,0,1,-0.286349,0.678857,0
136,180,356,223,1,0,0,0,0,-0.985327,0.993397,0
137,278,73,48,1,0,0,0,0,0.671479,0.147834,0
138,3351,465,629,1,0,0,0,1,0.990864,0.00411141,0
139,43935,251,160000,1,1,53,2,1,0.550759,0.202158,0
140,4561,513,10000,1,1,12,0,0,-0.890686,0.950809,0
141,7089,199,259000,1,1,51,13,1,-0.999661,0.999847,0
142,42283,766,1205000,1,1,241,27,1,0.459223,0.243349,0
143,194613,877,6767000,1,1,6,2,1,-0.665062,0.849278,0
144,5748,41,51000,1,1,8,1,1,0.717778,0.127,0
145,2503,234,384,1,0,5,3,1,-0.810721,0.914825,0
146,3688,859,328000,1,1,216,7,1,-0.75765,0.890942,0
147,27161,2922,4241,0,1,9,7,1,0.964263,0.0160816,0
148,3855,240,370000,1,1,26,15,1,0.0,0.628102,0
149,68569,623,2032000,1,1,81,29,1,0.641144,0.161485,0
150,120301,105,9858000,1,1,27,13,0,-0.977107,0.989698,0
151,246675,1017,40359000,1,1,13,7,1,-0.236771,0.656547,0
152,663,60,137000,1,1,22479,4268,1,0.0,0.418146,0
153,248132,1758,104000000,1,1,75,43,1,0.0,0.393457,0
154,27137,105,4180000,1,1,902,234,1,0.702372,0.133933,0
155,45771,2239,268000,1,1,1270,90,1,0.0,0.626263,0
156,22347,598,7040000,1,1,17,3,1,0.616098,0.172756,0
157,23478,357,211000,1,1,36,5,0,0.994408,0.0025165,0
158,5126,886,11000,1,1,1,0,0,-0.967284,0.985278,0
159,255,90,7,1,0,0,0,0,0.997473,0.00113722,0
160,1228,270,118,1,0,0,1,0,0.991377,0.00388024,0
161,321,232,434,1,0,0,1,1,0.998135,0.000839019,0
162,449,44,1115,1,0,0,0,0,-0.998925,0.999516,0
163,1992,775,648,1,0,1,0,1,-0.999658,0.999846,0
164,6115,195,112,0,0,1,0,1,-0.939789,0.972905,0
165,2783,446,431,1,0,0,0,1,-0.999996,0.999998,0
166,2434,441,184,1,0,0,0,1,0.990897,0.0040965,0
167,478,934,659,1,0,2,0,0,-0.639143,0.837614,0
168,4742,272,89000,1,1,263,51,1,-0.754479,0.889516,0
169,1677,795,43000,1,1,131,17,1,0.643976,0.160211,0
170,14907,100,6863,0,1,65,2,0,0.268235,0.329294,0
171,3071,1031,33000,1,0,85,95,1,-0.999284,0.999678,0
172,9449,602,150000,1,1,362,58,1,0.0,0.467645,0
173,9491,267,201000,1,1,187,4,1,0.996054,0.00177575,0
174,17945,375,8826,1,1,6,0,1,0.99554,0.00200717,0
175,398,531,5046,1,0,7,0,0,0.989248,0.00483834,0
176,6643,812,293,1,0,5,0,1,0.679047,0.144429,0
177,11708,322,147000,1,1,4,0,1,0.0,0.476395,0
178,4270,164,205,1,0,5,0,1,-0.999127,0.999607,0
179,9752,4071,13000,1,1,10,1,0,0.949493,0.0227284,0
180,74194,7689,307000,1,1,0,0,1,0.559686,0.198142,0
181,1170,430,1306,1,0,3,1,0,0.99969,0.000139402,0
182,10517,437,67000,1,1,49,7,1,0.824548,0.0789532,0
183,4167,1088,12000,1,1,8,1,1,-0.990788,0.995854,0
184,89013,1702,2685000,1,1,19,4,0,0.920593,0.0357331,0
185,67,242,14000,1,0,31,12,1,0.583677,0.187345,0
186,2093,26,163000,1,1,85,3,1,-0.964094,0.983842,0
187,26661,617,898000,1,1,441,89,1,0.0,0.411176,0
188,10517,437,67000,1,1,17,3,1,0.0,0.552651,0
189,25771,564,13000,1,1,21,0,0,-0.280478,0.676215,0
190,9420,1515,189000,1,1,27,10,1,-0.597834,0.819025,0
191,4804,5919,24000,1,1,284,251,1,-0.742204,0.883992,0
192,81843,1352,1057000,1,1,29,23,1,-0.711803,0.870311,0
193,10957,886,12000,1,1,64,14,1,-0.99792,0.999064,0
194,279,122,118,0,0,22,0,1,-0.98474,0.993133,0
195,97214,1012,17000,1,1,11,3,1,-0.637727,0.836977,0
196,13589,221,52000,1,1,18,1,0,-0.783881,0.902747,0
197,309852,839,48101000,1,1,9,4,1,-0.682359,0.857061,0
198,6657,2050,148000,1,1,8,3,1,0.618044,0.17188,0
199,26401,305,1994000,1,1,2371,113,1,0.307725,0.311524,0
200,24119,1045,1161000,1,1,84,26,1,0.674488,0.146481,0
201,95779,1301,2110000,1,1,0,0,1,-0.954184,0.979383,0
202,44317,965,1511000,1,1,228,3,0,0.970334,0.0133496,0
203,18538,901,5828000,1,1,104,28,1,0.0,0.548422,0
204,82945,218,7859000,0,1,40,17,1,0.0,0.636162,0
205,136411,703,3887000,1,1,0,0,1,0.972797,0.0122414,0
206,36021,458,1571000,1,1,34,9,1,0.847393,0.0686731,0
207,248132,1758,104000000,1,1,42,20,1,0.693282,0.138023,0
208,118159,574,2907000,1,1,5,3,1,0.626073,0.168267,0
209,5267,103,1837000,1,1,48,6,0,0.861529,0.0623121,0
210,82611,136,6020000,1,1,24,0,1,0.936682,0.0284932,0
211,132539,655,2421000,1,1,84,21,0,0.93792,0.0279358,0
212,1093,103,1627,1,0,89,35,1,-0.999242,0.999659,0
213,71279,1185,4056000,1,1,20,3,0,0.399632,0.270165,0
214,178283,1267,18931000,1,1,133,52,1,0.22005,0.350977,0
215,43676,869,1007000,1,1,35,7,1,-0.998228,0.999203,0
216,42283,766,1205000,1,1,279,29,1,-0.201524,0.640686,0
217,49392,348,384000,1,1,69,29,1,-0.500378,0.77517,0
218,48515,925,21166000,1,1,78,17,1,0.366914,0.284889,0
219,874,3680,23000,1,1,59,34,1,0.969887,0.013551,0
220,43182,498,1683,1,1,2,1,1,0.250015,0.337493,0
221,19995,1112,59000,1,1,39,2,1,-0.996257,0.998316,0
222,44068,1006,2511000,1,1,16,2,1,0.974658,0.0114039,0
223,23009,392,250000,1,1,13,0,1,-0.996277,0.998325,0
224,256,247,714,1,0,6,3,0,0.999291,0.000318957,0
225,6642,474,119000,1,1,35,16,1,0.0,0.497028,0
226,1186,759,296,1,0,43,10,0,0.936687,0.0284908,0
227,9286,455,153,1,0,95,12,0,-0.568785,0.805953,0
228,8016,214,4912,1,0,49,3,0,0.0,0.402284,0
229,11850,314,606000,1,0,35,13,1,-0.901463,0.955658,0
230,264,144,37,1,0,22,6,0,0.0,0.383405,0
231,409,708,278,1,0,2,2,1,-0.999678,0.999855,0
232,10230,587,76000,1,0,174,39,1,-0.998816,0.999467,0
233,336,404,1309,1,1,7,0,0,-0.246523,0.660935,0
234,5648,273,121000,1,0,21,21,0,-0.969375,0.986219,0
235,5810,935,32000,1,1,7,2,0,0.964162,0.0161271,0
236,50240,1680,717000,1,1,16,22,0,0.815215,0.0831531,0
237,13181,2716,1001000,1,1,9,1,1,-0.944251,0.974913,0
238,385,10,2821,1,0,44,8,0,-0.819162,0.918623,0
239,120,110,152,0,0,3,2,0,0.986592,0.00603379,0
240,11776,146,513000,1,1,2,0,1,0.997716,0.00102758,0
241,98720,656,2434000,0,1,10,1,0,-0.94377,0.974696,0
242,3246,121,5922,1,0,10,6,1,0.96219,0.0170146,0
243,6133,554,94000,1,0,4,1,0,-0.700528,0.865238,0
244,11776,146,513000,1,1,4,2,1,0.0,0.457949,0
245,23576,1644,462000,1,1,5,0,1,0.364381,0.286029,0
246,2751,454,125,0,0,0,0,0,0.0,0.435053,0
247,10388,7,305000,0,1,209,0,1,0.914329,0.0385519,0
248,137,131,149,1,0,2,0,0,0.993275,0.00302602,0
249,83,156,19,0,0,0,0,1,-0.957102,0.980696,0
250,159,344,29,1,0,0,0,0,0.0,0.568507,0
251,7147,541,7686,1,1,0,0,1,0.997552,0.00110162,0
252,3342,420,59,1,0,0,0,1,-0.999995,0.999998,0
253,8645,781,60000,1,1,2,0,0,-0.564448,0.804002,0
254,4304,904,817,1,0,0,1,1,0.996301,0.00166467,0
255,1282,287,654,1,0,1,4,1,0.992949,0.00317299,0
256,68570,623,2032000,1,1,82,29,1,0.641144,0.161485,0
257,663,60,137000,1,1,22527,4280,1,0.0,0.418146,0
258,248133,1758,104000000,1,1,75,43,1,0.0,0.393457,0
259,27137,105,4180000,1,1,906,234,1,0.702372,0.133933,0
260,45771,2239,268000,1,1,1274,90,1,0.0,0.626263,0
261,23478,357,211000,1,1,37,5,0,0.994408,0.0025165,0
262,43935,251,160000,1,1,223,13,1,-0.992526,0.996637,0
263,248132,1758,104000000,1,1,78,26,1,0.0,0.501665,0
264,173991,2972,3889000,1,1,203,49,1,-0.990819,0.995869,0
265,114224,1998,90312000,1,1,3015,99,1,0.999306,0.000312275,0
266,31183,329,9239000,1,1,2338,276,1,0.90008,0.044964,0
267,2,14,1,0,0,35,3,1,-0.999794,0.999907,0
268,35828,172,5029,1,0,23,0,1,0.377252,0.280237,0
269,43537,2133,33000,1,1,3,0,0,-0.973203,0.987941,0
270,1078,421,132,1,0,0,1,0,0.997177,0.00127016,0
271,475,267,315,1,0,0,0,0,0.920744,0.0356649,0
272,176,207,1286,1,0,0,0,1,0.814858,0.0833139,0
273,43542,2133,33000,1,1,0,0,1,0.864274,0.0610768,0
274,23798,1202,152,1,0,2,0,0,-0.999046,0.999571,0
275,52594,10173,479000,0,1,3,0,1,0.689487,0.139731,0
276,85,38,21,1,0,0,0,1,0.85341,0.0659654,0
277,13181,404,153000,1,1,40,8,1,-0.969354,0.986209,0
278,180158,884,25164000,1,1,95,27,1,0.976908,0.0103915,0
279,43167,659,1132000,1,1,47,23,0,0.956129,0.0197422,0
280,1325,64,2424000,1,1,475,40,0,-0.77837,0.900266,0
281,71666,402,606000,1,1,73,49,1,0.964883,0.0158027,0
282,70207,371,3508000,1,1,41,7,1,0.953194,0.0210629,0
283,3010,66,112000,0,1,35,4,1,0.0,0.554019,0
284,158154,3906,19103000,0,1,34,6,1,0.948279,0.0232743,0
285,29020,191,625000,1,1,30,4,1,-0.949791,0.977406,0
286,715,377,916000,1,1,437,34,0,0.464956,0.24077,0
287,16107,235,17121000,1,1,16,8,1,-0.800391,0.910176,0
288,28467,460,7329000,1,1,63,17,1,-0.994946,0.997726,0
289,127342,2699,20207000,1,1,20,10,1,-0.999507,0.999778,0
290,25634,376,428000,1,1,37,3,0,-0.655775,0.845099,0
291,61442,1960,287000,1,1,15,2,1,-0.757633,0.890935,0
292,7722,460,191,1,0,8,2,0,0.970957,0.0130692,0
293,21439,1134,1714000,1,1,48,9,1,0.63325,0.165037,0
294,2944,197,105000,1,1,7,0,0,0.955035,0.0202342,0
295,24317,761,11000,1,1,26,30,1,0.783531,0.097411,0
296,20833,1264,172000,1,1,5,4,1,-0.235014,0.655756,0
297,1343,158,23000,1,1,7,6,1,0.903011,0.043645,0
298,6240,850,1128000,1,1,22,4,1,-0.474921,0.763714,0
299,47,8,7070,1,0,295,117,1,-0.97275,0.987738,0
300,57777,335,1444000,1,1,41,7,0,0.306064,0.312271,0
301,66281,880,9351000,1,1,36,5,1,0.87113,0.0579917,0
302,4524,557,1467000,1,1,1958,209,1,0.895779,0.0468996,0
303,489,333,441000,1,1,23,1,0,0.977194,0.0102628,0
304,2185,132,140000,1,1,87,18,1,0.617316,0.172208,0
305,19295,484,54000,1,1,15,0,1,0.990082,0.00446291,0
306,251315,8,446000,1,1,619,71,1,-0.999778,0.9999,0
307,240098,753,31010000,1,1,1522,131,1,0.0,0.509993,0
308,150239,13969,3098000,1,1,44,4,0,-0.582186,0.811984,0
309,1007,25,1193000,1,1,420,57,1,-0.929615,0.968327,0
310,86983,1522,465000,1,1,84,7,1,-0.941138,0.973512,0
311,7981,228,609,1,0,1,0,0,0.999828,7.72687e-05,0
312,30828,155,146000,1,0,37,14,0,-0.93107,0.968982,0
313,79,102,245,1,0,0,0,0,-0.775351,0.898908,0
314,285,219,60,0,0,0,0,0,0.230957,0.346069,0
315,103863,2027,3232,1,0,0,0,0,-0.987277,0.994275,0
316,43,156,26,1,0,0,0,1,0.388914,0.274988,0
317,261,123,87,1,0,0,0,0,0.551101,0.202005,0
318,61345,3442,1118000,1,1,5,0,1,-0.918095,0.963143,0
319,1366,232,225,1,0,0,0,0,0.904767,0.0428547,0
320,3249,214,490,1,0,1,0,0,0.778491,0.0996791,0
321,2284,122,462,1,0,0,0,1,0.0,0.440664,0
322,11459,71,897000,1,1,4109,340,1,0.939089,0.02741,0
323,534,555,416,1,0,0,0,0,0.976931,0.0103809,0
324,3665,377,5178,1,0,0,0,1,0.305842,0.312371,0
325,361,315,199,1,0,0,0,0,0.968465,0.0141907,0
326,23165,741,2708000,0,1,154,44,1,-0.902069,0.955931,0
327,291,68,60,0,0,0,0,0,0.998328,0.000752296,0
328,7813,2457,171000,1,1,0,0,1,-0.944886,0.975199,0
329,5055,1954,77000,1,1,0,0,1,0.26218,0.332019,0
330,3405,837,280,1,0,1,0,0,-0.868149,0.940667,0
331,152858,3063,151000000,1,1,3192,695,1,-0.363139,0.713413,0
332,100755,1056,8458000,1,1,206,10,1,0.565104,0.195703,0
333,8339,107,140000,1,0,3,0,1,0.983912,0.00723942,0
334,2106,142,195,1,0,0,0,0,0.996388,0.00162558,0
335,5,12,4,0,0,0,0,0,0.0,0.452165,0
336,6759,652,594,1,0,0,0,0,-0.969861,0.986437,0
337,37490,760,231000,1,1,0,0,1,-0.836777,0.92655,0
338,166020,51,491000,1,1,1,0,1,-0.99894,0.999523,0
339,478,17,81,0,0,0,0,0,0.998924,0.00048433,0
340,14418,3727,16000,1,1,1,0,1,-0.236338,0.656352,0
341,918,123,224,1,0,0,0,1,0.472134,0.23754,0
342,1625,670,296,1,0,2,4,1,0.999322,0.000305315,0
343,122,171,235,1,0,7,6,0,0.991164,0.00397618,0
344,2395,37,398000,1,1,55,24,0,-0.78285,0.902283,0
345,2049,386,24,1,0,8,1,0,-0.652466,0.84361,0
346,440,367,48,1,0,0,0,0,0.999936,2.86304e-05,0
347,1690,229,571,1,0,2,0,0,0.779173,0.0993723,0
348,1282,225,42,1,0,6,0,1,0.433286,0.255021,0
349,1,61,2,0,0,17,0,1,-0.999682,0.999857,0
350,2438,29,219,1,0,3,0,1,-0.991665,0.996249,0
351,15144,148,2639,1,1,7,8,1,0.988695,0.00508726,0
352,7,201,3,0,0,9,0,0,-0.95928,0.981676,0
353,104442,303,14846000,1,1,10,1,1,0.843709,0.0703309,0
354,638,188,11,1,0,8,0,1,-0.956871,0.980592,0
355,117458,712,30929000,1,1,19,0,1,0.0,0.425552,0
356,82197,16622,56000,1,0,3,0,0,0.997563,0.00109687,0
357,89989,832,707000,1,1,39,2,1,-0.969045,0.98607,0
358,168548,1750,13393000,1,1,3,0,1,0.999769,0.00010394,0
359,980,1190,21,0,0,4,0,0,0.99069,0.00418963,0
360,23489,196,4959000,1,1,53,30,0,0.0,0.621208,0
361,6202,93,89000,1,1,18,3,1,-0.977089,0.98969,0
362,64869,2791,134000,1,1,4,0,1,-0.348476,0.706814,0
363,155138,767,4005000,1,1,11,0,1,0.0,0.53307,0
364,6564,247,20000,1,0,4,1,0,-0.970457,0.986706,0
365,6183,45,73,1,0,17,1,0,-0.999887,0.999949,0
366,5338,158,811000,1,1,45,11,0,0.0,0.488585,0
367,9449,602,150000,1,1,10,1,1,0.902826,0.0437284,0
368,16999,750,84000,1,1,10,12,1,0.998271,0.000778273,0
369,51639,405,5191000,0,1,39,33,1,-0.99841,0.999285,0
370,246675,1017,40359000,1,1,51,17,1,0.954128,0.0206422,0
371,112994,158,169000,1,1,11,3,1,-0.945329,0.975398,0
372,2904,175,134000,1,0,416,91,0,0.960322,0.017855,0
373,66281,159,3450000,1,1,41,0,0,0.934318,0.0295568,0
374,37077,475,134000,1,1,43,0,0,-0.551557,0.798201,0
375,2582,332,475,0,0,0,0,1,0.988376,0.00523092,0
376,1904,224,40000,1,0,9,1,0,0.468728,0.239072,0
377,103,61,2,0,0,0,0,0,0.989188,0.00486524,0
378,903,49,9,0,0,19,7,1,0.0,0.538214,0
379,37,46,52,1,0,0,0,1,0.971071,0.0130178,0
380,393,146,54,1,0,0,0,1,0.837927,0.072933,0
381,11193,391,4372,1,0,6,0,0,0.992064,0.00357125,0
382,1463,474,5649,1,0,0,0,1,0.0,0.439256,0
383,1147,353,88,1,0,0,0,0,0.791206,0.0939575,0
384,31533,4,285,0,1,0,0,1,-0.854501,0.934525,0
385,9070,202,119000,1,1,28,23,1,0.919755,0.0361102,0
386,77993,897,321000,1,1,6,2,0,0.925593,0.0334831,0
387,9276,2140,11000,1,1,10,0,1,-0.985809,0.993614,0
388,26247,1130,651000,1,1,12,4,0,0.0,0.516472,0
389,6073,482,277,1,0,163,30,1,0.0,0.51571,0
390,10903,716,2215000,1,1,5263,483,1,0.0,0.630271,0
391,6452,135,16000,1,1,10,3,1,0.991515,0.00381812,0
392,1801,533,445,1,0,16,9,1,0.999959,1.84437e-05,0
393,19295,484,54000,1,1,14,1,0,0.999962,1.71687e-05,0
394,28355,615,523000,1,1,295,44,0,0.0,0.485801,0
395,117458,712,30929000,1,1,87,16,1,0.96733,0.0147016,0
396,2741,70,571000,1,1,181,21,1,0.985759,0.00640863,0
397,16287,209,10128000,1,1,565,124,1,0.976702,0.0104841,0
398,16107,235,17121000,1,1,7,0,1,0.920778,0.0356498,0
399,110201,356,5316000,1,1,2,0,1,-0.923349,0.965507,0
400,152858,3063,151000000,1,1,1018,241,1,0.953217,0.0210523,0
401,146621,2432,46500000,1,1,902,78,1,0.956545,0.0195549,0
402,300,275,4,1,0,80,4,1,-0.999585,0.999813,0
403,698,50,11,0,0,51,1,0,-0.647867,0.84154,0
404,6294,1063,1970000,1,1,225,42,1,0.750725,0.112174,0
405,222,29,5382,1,0,39,28,1,0.501854,0.224166,0
406,52,27,5,0,0,47,0,1,-0.977687,0.989959,0
407,71051,724,23479000,1,1,42,0,1,-0.86907,0.941081,0
408,77,38,5,1,0,68,0,0,-0.999125,0.999606,0
409,104,35,5,0,0,76,5,0,-0.991639,0.996237,0
410,33293,20000,2200000,1,1,27,27,1,0.998645,0.000609657,0
411,131189,354,18052000,1,1,58,12,1,-0.54967,0.797352,0
412,309853,839,48101000,1,1,26,7,1,-0.499792,0.774907,0
413,16499,1304,33000,1,1,33,10,1,0.497202,0.226259,0
414,73387,531,57000,1,1,170,61,1,0.0,0.483258,0
415,4022,573,19000,1,0,112,2,0,0.961869,0.0171591,0
416,59658,1190,667000,1,1,455,90,1,-0.558126,0.801157,0
417,1821,68,12000,1,1,72,7,1,-0.997491,0.998871,0
418,246675,1017,40359000,1,1,24,4,1,0.492015,0.228593,0
419,72236,906,1811000,1,1,0,0,1,-0.636262,0.836318,0
420,13495,4331,1110000,1,1,92,32,1,0.995595,0.00198207,0
421,1125,2188,1037000,0,1,52,45,0,0.987217,0.00575241,0
422,2319,230,1931000,1,1,154,18,1,0.0,0.497813,0
423,17223,904,178000,1,1,227,14,0,-0.990639,0.995788,0
424,46676,231,16209000,1,1,8,6,1,0.682366,0.142935,0
425,9596,895,16000,1,0,21,3,1,0.0,0.488743,0
426,17081,459,1161000,1,1,16,3,1,0.882682,0.052793,0
427,28,171,173,1,0,0,0,1,0.928927,0.031983,0
428,31474,4,285,0,1,0,0,0,0.948123,0.0233448,0
429,5433,280,13000,1,0,11,7,0,0.602975,0.178661,0
430,5568,289,275,1,0,0,0,0,-0.674457,0.853505,0
431,7715,1999,1262,1,0,0,0,1,-0.898358,0.954261,0
432,8,153,4,0,0,0,0,1,-0.995359,0.997912,0
433,116,430,85,1,0,0,0,0,0.0,0.380468,0
434,281,70,215,0,0,0,0,0,-0.992081,0.996437,0
435,936,131,58,1,0,0,0,0,0.983635,0.00736409,0
436,1910,214,3,1,0,4,0,1,0.997902,0.000944065,0
437,1033,596,152,1,0,0,0,1,0.997415,0.00116307,0
438,385,590,72000,1,0,0,0,1,-0.995171,0.997827,0
439,5423,466,199,1,0,2,3,1,0.0,0.368667,0
440,11984,50,85,1,0,2,0,1,0.81476,0.0833578,0
441,15750,1197,2782,1,1,0,0,0,0.99671,0.00148053,0
442,436,112,6,1,0,0,1,1,-0.998128,0.999158,0
443,13,163,15,0,0,1,0,0,0.998977,0.000460485,0
444,45,1498,476,1,0,2,1,1,-0.463029,0.758363,0
445,8743,1636,723,1,0,0,0,0,0.795363,0.0920868,0
446,1626,670,296,1,0,2,6,1,0.999322,0.000305316,0
447,27118,948,11000,1,1,4,0,0,-0.42172,0.739774,0
448,176,42,3571,0,0,31,12,1,-0.733396,0.880028,0
449,44359,1181,314000,1,1,2,0,0,-0.951334,0.9781,0
450,2347,225,270000,1,1,178,14,1,0.92381,0.0342855,0
451,82860,515,7833000,1,1,26,2,1,-0.410724,0.734826,0
452,127342,2699,20206000,1,1,27,4,1,0.931438,0.0308531,0
453,71,52,122,1,0,21,2,1,0.902239,0.0439926,0
454,42,307,73,1,0,5,3,1,0.408793,0.266043,0
455,4931,6630,11000,1,1,11,8,0,-0.983578,0.99261,0
456,154,181,76,1,0,16,15,1,0.998701,0.000584419,0
457,2534,5030,765,1,0,0,0,1,-0.999884,0.999948,0
458,12358,207,504,1,0,0,0,0,0.784061,0.0971724,0
459,1146,455,102,0,0,0,0,1,0.783532,0.0974106,0
460,21456,170,578,1,1,0,0,1,-0.82409,0.920841,0
461,221,148,207,1,0,0,0,1,0.991518,0.00381679,0
462,4389,401,370,0,0,1,1,0,0.901126,0.0444933,0
463,558,78,94,1,0,0,0,1,-0.993728,0.997178,0
464,4401,83,129,1,0,0,0,1,0.786274,0.0961767,0
465,94556,4255,1536000,1,1,8,4,1,-0.241542,0.658694,0
466,7634,438,120,1,0,0,0,1,-0.969351,0.986208,0
467,1874,308,9034,1,1,0,0,0,0.999911,4.02739e-05,0
468,67,128,71,1,0,0,0,1,0.914431,0.0385062,0
469,31533,4,285,0,1,0,0,1,-0.995359,0.997912,0
470,31533,4,285,0,1,0,0,0,-0.226227,0.651802,0
471,4664,855,1943,1,1,2,1,0,0.0,0.547261,0
472,23540,310,614000,1,1,18,0,1,0.451567,0.246795,0
473,2502,467,372,1,0,1,2,0,0.0,0.395583,0
474,1171,883,124,0,0,2,0,0,-0.958156,0.98117,0
475,1,36,1,0,0,0,0,1,-0.998771,0.999447,0
476,4486,2019,1848,1,1,1,0,0,0.0,0.494983,0
477,9170,603,206000,1,1,0,0,1,0.996547,0.00155404,0
478,2378,198,37,1,0,0,0,0,0.938503,0.0276736,0
479,983,238,207,1,0,0,1,0,-0.953943,0.979274,0
480,10,55,13,0,0,0,0,1,0.596109,0.181751,0
481,303,274,262,1,0,0,0,0,0.0,0.401857,0
482,115134,769,251000,1,1,0,0,1,-0.963551,0.983598,0
483,538,219,104,1,0,0,0,0,0.67728,0.145224,0
484,253,68,56,0,0,1,1,1,0.99682,0.00143091,0
485,238,71,148,1,0,0,0,0,0.995095,0.00220749,0
486,502,266,342,1,0,5,0,1,-0.582135,0.811961,0
487,107391,471,1673000,1,1,6,3,1,0.997263,0.00123143,0
488,16103,941,54000,1,1,4,0,1,-0.948739,0.976933,0
489,279,61,109,1,0,0,0,0,0.0,0.512395,0
490,1324,69,8,0,0,0,0,1,0.99611,0.0017503,0
491,1013,259,3,1,0,0,0,0,0.999854,6.57355e-05,0
492,109,20,144,1,0,1,0,0,0.0,0.39475,0
493,806,332,186,1,0,0,0,0,0.516724,0.217474,0
494,341,0,1,0,0,0,0,1,0.0,0.624529,0
495,1135,186,10,0,0,0,0,1,-0.725368,0.876415,0
496,20507,691,546,1,1,0,0,1,0.937248,0.0282383,0
497,2154,2363,384000,1,1,374,44,1,-0.996161,0.998272,0
498,58454,396,40000,1,1,1,0,1,-0.976861,0.989588,0
499,449,335,412,1,0,0,0,0,0.984345,0.00704475,0
500,120,28,2,1,0,0,0,1,0.0,0.514913,0
501,5514,15517,3350,1,0,14,0,0,0.0,0.378918,0
502,1806,907,314,1,0,17,0,1,0.996218,0.00170173,0
503,35495,4515,2034,1,1,6,9,1,0.563704,0.196333,0
504,6551,566,72,1,0,0,2,0,0.995685,0.00194169,0
505,2533,2085,503,1,0,0,0,1,0.837176,0.0732706,0
506,5607,1921,9524,1,0,0,0,0,-0.926708,0.967019,0
507,27620,178,582000,1,1,0,0,0,0.999843,7.0417e-05,0
