微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,positive_prob,sentiment,confidence,negative_prob,abnormal
7693,323,21000,1,0,0,2,1,0.764892,2,0.477537,0.235108,1
374,29,8,0,0,0,1,1,0.142106,0,0.68421,0.857894,1
374,29,8,0,0,551,3,1,0.0042018,0,0.990663,0.995798,1
374,29,8,0,0,4,2,0,0.876593,2,0.725762,0.123407,1
266,12,5,0,0,1,1,0,0.445182,0,0.0107059,0.554818,1
266,12,5,0,0,2,1,1,0.627804,2,0.172899,0.372196,1
266,12,5,0,0,1,0,0,0.985647,2,0.968105,0.0143528,1
4184,162,7064,1,0,0,1,0,0.838949,2,0.642109,0.161051,1
42979,1086,701000,1,1,2,1,0,0.685221,2,0.300491,0.314779,1
258,237,37,0,0,0,5,1,0.952042,2,0.893427,0.0479577,1
52865,112,1034000,0,1,1,4,0,0.736188,2,0.413751,0.263812,1
5272,278,58,0,0,3,4,1,0.961145,2,0.913655,0.0388554,1
2843,13,324,1,0,1,0,0,0.188809,0,0.580425,0.811191,1
4893,364,2922,1,1,0,0,0,0.511257,1,0.774857,0.488743,1
775,1161,56,1,0,1,2,1,0.428831,0,0.047043,0.571169,1
10,169,9,0,0,3,1,1,0.0239358,0,0.946809,0.976064,1
64,230,140,1,0,0,4,0,0.969478,2,0.932174,0.0305218,1
1195,51,106,1,0,0,1,0,0.824125,2,0.609167,0.175875,1
3515,447,21,1,0,1,1,0,0.334909,0,0.255757,0.665091,1
1824,156,685,1,0,1,0,1,0.201816,0,0.551519,0.798183,1
54,82,7,1,0,1,0,0,0.290242,0,0.355018,0.709758,1
266,12,5,0,0,0,94,0,0.971674,2,0.937054,0.0283258,1
1003,664,302,1,0,1,90,0,0.827244,2,0.616097,0.172756,1
19919,14726,12000,1,1,0,0,0,0.80622,2,0.569378,0.19378,1
839,642,183,1,0,2,0,1,0.970864,2,0.935253,0.0291362,1
893,50,1,0,0,1,0,0,0.281652,0,0.374106,0.718348,1
213,171,101,0,0,0,1,0,0.14536,0,0.676977,0.85464,1
18182,5680,561000,1,1,0,0,0,0.86231,2,0.694023,0.13769,1
9194,185,973,1,0,4,19,0,0.856695,2,0.681543,0.143306,1
199453,3551,2451,1,0,0,3,0,0.010175,0,0.977389,0.989825,1
5815,258,208000,1,1,0,0,0,0.740418,2,0.42315,0.259582,1
147,55,126,1,0,0,0,1,0.402126,0,0.106387,0.597874,1
224,63,76,1,0,1,0,1,0.966351,2,0.925224,0.0336491,1
437,817,513,1,0,0,1,1,0.585867,2,0.0797055,0.414132,1
87,106,668,1,0,3,1,0,0.358919,0,0.202402,0.641081,1
2058,802,23,1,0,0,1,1,0.021231,0,0.95282,0.978769,1
11983,466,68000,1,1,4,1,1,0.539306,1,0.213876,0.460694,1
2977,198,489,1,0,0,0,1,0.459263,1,0.185258,0.540737,1
47213,91,999000,1,1,1,0,1,0.638626,2,0.196946,0.361374,1
374,29,8,0,0,0,176,0,0.373402,0,0.170218,0.626598,1
374,29,8,0,0,1,3,0,0.0981386,0,0.781914,0.901861,1
65,171,106,0,0,711,0,1,0.451448,1,0.0289661,0.548552,1
88633,492,1056000,0,1,1,1,0,0.871165,2,0.713701,0.128835,1
2934,1090,37000,1,0,0,35,1,0.00440582,0,0.990209,0.995594,1
2,66,1,0,0,1,1,0,0.388013,0,0.137749,0.611987,1
18732,1128,1024,1,0,0,0,0,0.111113,0,0.753083,0.888887,1
253,111,245,1,0,1,3,0,0.444189,0,0.012913,0.555811,1
38,237,38,1,0,1,1,1,0.645915,2,0.213143,0.354085,1
225,138,81,1,0,936,15,1,0.785577,2,0.523505,0.214423,1
54,61,8,1,0,3,3,1,0.497392,1,0.947849,0.502608,1
245,29,5204,1,0,1,0,1,0.839877,2,0.644171,0.160123,1
19154,986,141000,1,0,2,0,1,0.286115,0,0.364189,0.713885,1
3525,1151,125,0,0,0,183,1,0.00657096,0,0.985398,0.993429,1
537,229,172,1,0,1,0,0,0.574625,2,0.0547217,0.425375,1
1,161,261,1,0,0,0,1,0.713412,2,0.363138,0.286588,1
374,29,8,0,0,3632,0,1,0.15441,0,0.656867,0.84559,1
17943,111,246000,1,0,4,0,1,0.123161,0,0.72631,0.876839,1
5511,187,36000,1,1,1,1,1,0.385556,0,0.143208,0.614444,1
145556,784,4032,1,0,4,43,0,0.878299,2,0.729553,0.121701,1
432,454,107,1,0,1,1,0,0.790143,2,0.53365,0.209857,1
5511,187,36000,1,1,1,1,0,0.53829,1,0.234201,0.46171,1
6221,1286,684,1,1,0,4,0,0.930079,2,0.844619,0.0699214,1
32787,828,23000,1,1,0,1,0,0.969146,2,0.931435,0.0308541,1
5,34,1,1,0,2,0,1,0.00750563,0,0.983321,0.992494,1
8017,283,32000,1,1,3,94,1,0.985788,2,0.968417,0.0142123,1
17882,627,153000,1,1,1,0,1,0.229602,0,0.489773,0.770398,1
42484,1195,428000,1,0,0,0,1,0.886111,2,0.746914,0.113889,1
751,137,97,0,0,1,0,1,0.0213226,0,0.952616,0.978677,1
603,381,333,1,0,2950,0,1,0.863573,2,0.696828,0.136427,1
12480,903,193,1,0,1,0,0,0.941822,2,0.870715,0.0581783,1
1080,236,32,1,0,0,3,1,0.723256,2,0.385012,0.276744,1
6844,861,192,1,0,3,0,0,0.918876,2,0.819723,0.0811245,1
49,88,3,0,0,1,1,1,0.876328,2,0.725173,0.123672,1
180,455,8,1,0,2,0,0,0.117751,0,0.738331,0.882249,1
49,88,3,0,0,3,3,0,0.913219,2,0.807153,0.086781,1
592,106,130,1,0,0,1,0,0.596132,2,0.102515,0.403868,1
502,98,122,1,0,4,1,0,0.924865,2,0.833033,0.0751352,1
672,171,20,1,0,0,0,1,0.0172783,0,0.961604,0.982722,1
975,80,94,1,0,0,0,0,0.867124,2,0.70472,0.132876,1
127,463,96,1,0,3,0,1,0.211532,0,0.529928,0.788468,1
7,37,9,1,0,1,0,1,0.604169,2,0.120376,0.395831,1
28,39,26,0,0,0,1,0,0.823902,2,0.608672,0.176098,1
26,314,6,1,0,966,0,1,0.0209628,0,0.953416,0.979037,1
1861,421,1668,1,1,0,0,1,0.267556,0,0.405432,0.732445,1
12913,2351,17000,1,1,0,1,0,0.879599,2,0.732443,0.1204,1
13516,352,95000,1,0,0,0,1,0.521869,1,0.562626,0.478131,1
42,25,4,1,0,0,67,0,0.200572,0,0.554285,0.799428,1
231,56,900,0,1,1,1,1,0.447495,0,0.00556694,0.552505,1
358,512,127,1,0,3,0,1,0.901762,2,0.781694,0.0982375,1
173,17,3,1,0,1,1,0,0.941039,2,0.868976,0.0589606,1
9109,1007,157000,1,1,0,1,0,0.412067,0,0.0842947,0.587933,1
4094,1418,646000,1,1,3854,1,1,0.00320919,0,0.992868,0.996791,1
1449,125,148000,1,1,3,0,0,0.0825618,0,0.816529,0.917438,1
10651,735,115000,1,1,0,0,0,0.862602,2,0.694671,0.137398,1
20321,1236,1084000,1,1,1,0,1,0.0509406,0,0.886799,0.949059,1
11520,452,534000,1,1,0,4,0,0.956107,2,0.902459,0.0438933,1
5231,572,110000,1,1,1,1,1,0.954359,2,0.898576,0.0456406,1
9848,19,313000,0,1,1492,1,0,0.665674,2,0.257054,0.334326,1
75273,93,540000,1,1,322,4,0,0.98272,2,0.961601,0.0172796,1
46,18,110,0,0,1,0,0,0.0735279,0,0.836605,0.926472,1
11,13,59,1,0,1,3,1,0.235515,0,0.476634,0.764485,1
293,142,158,1,0,2,0,1,0.196899,0,0.562447,0.803101,1
3387,1441,163,1,0,1,12,1,0.923276,2,0.829503,0.0767237,1
172,135,21000,1,1,0,1,0,0.390064,0,0.133191,0.609936,1
61,61,10,0,0,2,1,1,0.881005,2,0.735566,0.118995,1
71,115,33,0,0,1,3,0,0.858688,2,0.685974,0.141312,1
8562,476,26000,1,1,0,1,0,0.00841613,0,0.981297,0.991584,1
0,23,1,0,0,0,4,1,0.813087,2,0.584638,0.186913,1
23625,263,15000,1,1,1,1,1,0.777248,2,0.504996,0.222752,1
14,7,1,0,0,1,0,0,0.748494,2,0.441097,0.251506,1
14427,390,972000,1,1,3,1,0,0.938034,2,0.862297,0.0619665,1
419,1112,760,1,0,2,55,1,0.467556,1,0.351113,0.532444,1
495,465,76,1,0,3,0,0,0.113797,0,0.747117,0.886203,1
426,449,1780,1,0,0,1,0,0.825907,2,0.613126,0.174093,1
7387,731,716000,1,1,0,1,0,0.572934,2,0.0509653,0.427066,1
2531,436,30000,1,0,0,2,1,0.180179,0,0.599602,0.819821,1
1025,112,19000,1,0,4,0,1,0.879937,2,0.733193,0.120063,1
363,525,511,1,0,0,1,0,0.282977,0,0.371161,0.717023,1
259,280,2980,1,0,151,0,0,0.706938,2,0.348752,0.293062,1
6736,219,937,1,1,0,2,0,0.111113,0,0.753083,0.888887,1
1623,815,9633,1,0,3,0,1,0.0119697,0,0.973401,0.98803,1
11065,734,304000,1,1,711,1,0,0.182621,0,0.594175,0.817379,1
1469,840,1254,1,0,4,1,0,0.521696,1,0.566075,0.478304,1
30,341,122,1,0,1,1,0,0.00159149,0,0.996463,0.998408,1
579,376,11,0,0,0,0,0,0.24591,0,0.453533,0.75409,1
8714,1957,4635,1,0,0,1,1,0.769962,2,0.488804,0.230038,1
33313,238,279000,1,1,1,0,0,0.106231,0,0.763932,0.893769,1
2223,33,408000,0,0,4,1,0,0.635962,2,0.191026,0.364038,1
23180,1775,163000,1,1,1,1,0,0.93066,2,0.845912,0.0693397,1
1793,516,2886,1,0,3,0,0,0.68325,2,0.296112,0.31675,1
8542,4088,2188,0,0,0,78,1,0.891162,2,0.758137,0.108838,1
3485,390,277,1,0,0,0,0,0.120412,0,0.732419,0.879588,1
721,214,28,0,0,1,0,1,0.634502,2,0.187782,0.365498,1
1779,361,549,1,1,1,1,1,0.043083,0,0.90426,0.956917,1
1,30,36,0,0,113,0,0,0.707148,2,0.349218,0.292852,1
5142,241,259,1,0,1,0,1,0.00472251,0,0.989506,0.995278,1
189,147,14,0,0,2,1,0,0.494168,1,0.883363,0.505832,1
912,446,853,1,0,0,0,1,0.400753,0,0.109439,0.599247,1
393,282,3435,1,1,1,1,1,0.116949,0,0.740113,0.883051,1
4852,746,110000,1,0,0,0,0,0.87629,2,0.725088,0.12371,1
3606,79,220000,1,0,1,3,1,0.795061,2,0.544579,0.204939,1
28866,321,1312000,1,0,1,1,0,0.422525,0,0.0610553,0.577475,1
7968,289,288000,1,0,4,4,1,0.914126,2,0.809168,0.0858742,1
10015,291,63000,1,0,0,1,0,0.00448983,0,0.990023,0.99551,1
18324,27,577000,0,1,0,1,1,0.0639645,0,0.857857,0.936036,1
5111,245,300,1,0,0,0,1,0.988529,2,0.974508,0.0114712,1
1952,98,188,1,0,2,1,0,0.18551,0,0.587756,0.81449,1
1465,98,396,1,0,3,0,0,0.945694,2,0.87932,0.054306,1
976,349,152,1,0,0,1,1,0.953765,2,0.897255,0.0462351,1
45436,470,89000,1,1,0,0,1,0.914691,2,0.810425,0.0853086,1
1941,502,67000,1,1,0,0,1,0.965207,2,0.922682,0.0347933,1
45436,470,89000,1,1,1,0,1,0.854964,2,0.677697,0.145036,1
5693,77,28000,1,0,0,2,1,0.983673,2,0.963717,0.0163274,1
11529,355,534000,1,0,4,4,1,0.505355,1,0.892905,0.494645,1
68400,3840,253000,1,1,400,1,1,0.151459,0,0.663426,0.848541,1
18359,135,162000,1,0,3,92,1,0.80014,2,0.555867,0.19986,1
11017,97,505000,1,1,1,1,0,0.495123,1,0.902459,0.504877,1
23584,83,63000,1,1,4,0,0,0.146086,0,0.675364,0.853914,1
4087,272,39000,1,0,1,0,1,0.826669,2,0.614821,0.173331,1
5521,480,10000,1,0,4,2,0,0.181458,0,0.596761,0.818542,1
20558,956,320000,1,1,3,1,1,0.0216898,0,0.951801,0.97831,1
21449,1329,179000,1,1,0,0,0,0.662777,2,0.250616,0.337223,1
1761,683,13000,1,1,1,0,0,0.129493,0,0.712238,0.870507,1
44391,340,486000,1,1,4,0,1,0.0177313,0,0.960597,0.982269,1
21751,97,740000,1,1,1,0,0,0.51934,1,0.613201,0.48066,1
76584,245,961000,1,1,647,1,0,0.404847,0,0.10034,0.595153,1
21751,97,740000,1,1,0,1,0,0.398046,0,0.115454,0.601954,1
37670,4512,371000,1,1,1,1,0,0.455358,1,0.107165,0.544642,1
189766,20000,625000,1,1,3,70,0,0.984144,2,0.964765,0.0158556,1
17696,294,14000,1,0,2,4,0,0.136441,0,0.696799,0.863559,1
3809,700,3850,1,0,3,3,1,0.702969,2,0.33993,0.297031,1
30354,455,287000,1,1,1,1,0,0.923223,2,0.829384,0.0767774,1
1934,697,56000,1,1,4,0,1,0.225818,0,0.498182,0.774182,1
24753,239,314000,1,1,0,0,1,0.767325,2,0.482944,0.232675,1
734,370,420,1,0,1,1,0,0.740093,2,0.422429,0.259907,1
3657,108,1074000,1,1,0,156,0,0.119614,0,0.734191,0.880386,1
1803,369,367000,1,1,1,4,0,0.866008,2,0.702239,0.133992,1
30354,455,287000,1,1,0,0,0,0.0520669,0,0.884296,0.947933,1
7,43,9,1,0,0,1,1,0.93122,2,0.847155,0.0687801,1
29055,946,2101000,1,1,2,0,1,0.949859,2,0.888576,0.0501407,1
11857,724,1011000,1,1,0,102,0,0.781045,2,0.513434,0.218955,1
32102,1495,392000,1,1,3,4,0,0.974027,2,0.942282,0.0259731,1
20588,581,4052000,1,1,4,4,0,0.222881,0,0.504708,0.777119,1
57568,7,1144000,1,1,1,0,1,0.154682,0,0.656263,0.845318,1
100490,1766,5492000,1,1,0,2,1,0.827133,2,0.615851,0.172867,1
13822,932,527000,1,1,0,0,1,0.263119,0,0.415291,0.736881,1
16369,802,2841,0,0,0,0,1,0.964435,2,0.920966,0.0355655,1
1520,133,1751,1,0,0,0,0,0.502894,1,0.942118,0.497106,1
13387,1583,5757,1,1,1,0,0,0.00418123,0,0.990708,0.995819,1
34,55,787,1,0,1,0,1,0.861871,2,0.693046,0.138129,1
5135,236,2046000,1,1,0,0,0,0.651606,2,0.225791,0.348394,1
10005,502,76000,1,0,1,0,1,0.426558,0,0.0520929,0.573442,1
114,144,6310,1,0,2,0,0,0.440794,0,0.0204584,0.559206,1
434,234,12,0,0,4,40,0,0.826028,2,0.613396,0.173972,1
100,44,60,0,0,1,4,1,0.0109823,0,0.975595,0.989018,1
346,74,604000,1,1,0,0,0,0.91554,2,0.812311,0.0844599,1
16647,570,13000,1,1,1,166,1,0.1329,0,0.704668,0.8671,1
509,507,231000,1,1,0,1,0,0.421805,0,0.0626556,0.578195,1
69,441,52,1,0,4,2,0,0.757962,2,0.462137,0.242038,1
47243,207,1747000,1,1,4,0,0,0.634626,2,0.188057,0.365374,1
20,86,2,0,0,0,0,1,0.548612,1,0.0277638,0.451388,1
57692,113,260000,1,1,0,3,1,0.0501051,0,0.888655,0.949895,1
2115,334,200,1,0,4,0,1,0.87916,2,0.731466,0.120841,1
18382,3127,92000,1,1,600,0,1,0.934153,2,0.853674,0.0658466,1
16845,1570,660,1,0,3,0,1,0.626273,2,0.169495,0.373727,1
178,1841,245,1,0,0,0,1,0.738382,2,0.418627,0.261618,1
3508,632,15000,1,0,622,1,1,0.0665699,0,0.852067,0.93343,1
4397,396,33,1,0,0,0,0,0.325973,0,0.275615,0.674027,1
11616,8860,220000,1,0,0,2,0,0.313033,0,0.30437,0.686967,1
156,59,78,1,0,1,0,1,0.947846,2,0.884103,0.0521536,1
6496,1680,3316,1,1,1,2,1,0.904832,2,0.788515,0.0951682,1
1934,697,56000,1,1,43,0,1,0.0169856,0,0.962254,0.983014,1
589,394,323,1,0,1,0,1,0.625093,2,0.166874,0.374907,1
17008,410,1222,1,0,0,0,0,0.929387,2,0.843082,0.0706133,1
440,127,215,1,0,1,1,1,0.062661,0,0.860753,0.937339,1
170,64,905,1,0,0,0,0,0.456857,1,0.137131,0.543144,1
6,73,65,1,0,2,2,1,0.888684,2,0.75263,0.111316,1
92,123,5,1,0,1,0,0,0.347045,0,0.228789,0.652955,1
120887,92,53000,1,1,4,2,0,0.707845,2,0.350766,0.292155,1
15946,115,182,1,0,0,1,1,0.985306,2,0.967347,0.0146938,1
14009,2,686,0,0,0,1,1,0.133356,0,0.703654,0.866644,1
38789,1453,126000,1,1,1,1,0,0.952242,2,0.893871,0.0477581,1
35132,383,592000,1,0,0,1,1,0.929678,2,0.843729,0.0703222,1
6561,73,590000,1,1,1,1,0,0.0145312,0,0.967708,0.985469,1
7867,453,610,1,0,3,1,1,0.490872,1,0.817448,0.509128,1
3073,692,1542,1,0,0,0,0,0.90938,2,0.798622,0.0906203,1
2647,577,219000,1,1,22,1,0,0.0842207,0,0.812843,0.915779,1
636,149,8,1,0,1,0,0,0.938167,2,0.862594,0.061833,1
2,25,9697,1,0,1,95,0,0.392555,0,0.127656,0.607445,1
332,300,19,1,0,3584,0,1,0.019731,0,0.956153,0.980269,1
10792,49,143000,1,0,3,1,0,0.48288,1,0.657601,0.51712,1
27229,685,1884000,1,1,3,0,1,0.77324,2,0.49609,0.22676,1
12851,230,541,1,0,3,1,0,0.125781,0,0.720486,0.874219,1
31225,279,283000,0,1,35,4,1,0.133442,0,0.703462,0.866558,1
138495,7887,1696000,1,1,12,0,1,0.0121758,0,0.972943,0.987824,1
25,152,26,0,0,0,188,1,0.947846,2,0.884103,0.0521536,1
4654,3954,655000,1,1,0,0,0,0.352874,0,0.215836,0.647126,1
677,7,3050,1,0,1,0,1,0.637027,2,0.193392,0.362973,1
1,38,1,1,0,0,1,0,0.562618,2,0.0280408,0.437382,1
233,369,114,0,0,1,1,0,0.964678,2,0.921508,0.0353216,1
19499,164,57000,1,1,4,0,0,0.105188,0,0.766248,0.894812,1
50967,186,158000,1,1,2,8,0,0.203214,0,0.548413,0.796786,1
38487,4794,2822,0,0,1,1,1,0.949092,2,0.886872,0.0509075,1
745,402,45,1,0,0,4,0,0.268883,0,0.402482,0.731117,1
648,29,15,0,0,2,0,0,0.64159,2,0.203533,0.35841,1
55496,2674,46000,1,1,3,0,0,0.604312,2,0.120694,0.395688,1
9,175,1,1,0,1,1,1,0.254514,0,0.434414,0.745486,1
2114,169,225,1,0,0,0,1,0.880222,2,0.733827,0.119778,1
2887,93,8676,0,0,1,4,1,0.703351,2,0.340779,0.296649,1
6441,675,1574000,1,1,1,0,0,0.310853,0,0.309216,0.689147,1
1238,141,121,1,0,3,0,0,0.182555,0,0.594323,0.817445,1
6984,2106,1089,1,0,1,1,0,0.951552,2,0.892338,0.0484481,1
14557,2009,161000,1,0,1,0,0,0.119203,0,0.735104,0.880797,1
145,133,65,1,0,0,1,1,0.709488,2,0.354418,0.290512,1
494,744,332,1,0,1,1,1,0.807792,2,0.572872,0.192208,1
2186,245,292,1,0,0,0,1,0.0132003,0,0.970666,0.9868,1
3843,937,444000,1,0,0,1,1,0.932875,2,0.850833,0.067125,1
23584,83,63000,1,1,1,1,0,0.900567,2,0.779038,0.0994328,1
9847,529,273000,1,1,0,4,1,0.781045,2,0.513434,0.218955,1
10806,58,99000,0,1,0,0,1,0.964506,2,0.921125,0.0354938,1
27105,1283,92000,1,1,1,3,0,0.946293,2,0.88065,0.0537074,1
4236,945,84000,1,1,0,3,1,0.127465,0,0.716743,0.872535,1
26,115,6,0,0,1,62,1,0.262842,0,0.415906,0.737158,1
75273,93,540000,1,1,0,0,0,0.634548,2,0.187885,0.365452,1
1934,697,56000,1,1,2,0,0,0.138956,0,0.691208,0.861044,1
1934,697,56000,1,1,1,0,1,0.0545322,0,0.878817,0.945468,1
5636,72,213,1,0,1,1,0,0.248599,0,0.447557,0.751401,1
6014,925,159000,1,1,261,1,1,0.140751,0,0.68722,0.859249,1
9097,6015,79000,1,1,3,1,0,0.00977657,0,0.978274,0.990223,1
3205,583,49,1,0,0,3,1,0.0363263,0,0.919275,0.963674,1
11060,112,81000,1,1,1,1,0,0.571534,2,0.0478531,0.428466,1
189766,20000,625000,1,1,0,0,0,0.855256,2,0.678347,0.144744,1
4425,2184,548,1,0,1,1,0,0.159361,0,0.645864,0.840639,1
2476,775,359,1,0,1,0,0,0.857103,2,0.682451,0.142897,1
19499,164,57000,1,1,0,0,1,0.897115,2,0.771367,0.102885,1
10099,440,15000,1,0,0,0,0,0.137813,0,0.693749,0.862187,1
474,410,176,1,0,1,0,0,0.376595,0,0.163122,0.623405,1
60443,299,556000,0,1,3,4,0,0.784046,2,0.520103,0.215953,1
7907,1395,1888,1,1,0,3,1,0.940803,2,0.868452,0.0591966,1
4735,260,221,1,1,5212,0,0,0.944802,2,0.877337,0.0551983,1
3705,815,715,1,0,0,0,1,0.119689,0,0.734025,0.880311,1
12211,3515,1375,1,0,1,0,0,0.918425,2,0.818723,0.0815746,1
1805,724,361,0,0,0,0,0,0.0919625,0,0.795639,0.908038,1
734,539,1486,0,0,0,0,1,0.943201,2,0.87378,0.056799,1
169,218,15,1,0,5537,0,0,0.223077,0,0.504274,0.776923,1
84,112,6,1,0,1,0,1,0.487993,1,0.759868,0.512007,1
2154,626,10000,1,0,3,1,0,0.696277,2,0.325061,0.303723,1
15507,3790,240000,1,1,345,1,0,0.275011,0,0.388865,0.724989,1
4761,505,626000,1,1,1,1,0,0.683975,2,0.297721,0.316025,1
29,186,30,0,0,1,2,1,0.472403,1,0.448063,0.527597,1
2076,151,142,0,0,1,73,0,0.754499,2,0.454441,0.245501,1
66,73,46,1,0,1,4,1,0.941329,2,0.869619,0.0586715,1
53039,5542,1209000,1,1,1,0,1,0.570525,2,0.0456103,0.429475,1
53039,5542,1209000,1,1,3,180,1,0.413816,0,0.0804083,0.586184,1
53039,5542,1209000,1,1,0,3,1,0.27917,0,0.379622,0.72083,1
5059,1117,475,1,0,0,4,1,0.439407,0,0.0235404,0.560593,1
14651,901,122000,1,1,1,1,1,0.00976792,0,0.978294,0.990232,1
8017,283,32000,1,1,0,1,0,0.40221,0,0.1062,0.59779,1
141,271,11,1,0,0,1,0,0.987904,2,0.97312,0.0120959,1
3997,1587,2600,1,1,4,1,1,0.535565,1,0.288699,0.464435,1
576,464,236,1,0,1,1,1,0.354981,0,0.211153,0.645019,1
5619,143,108,1,1,0,0,0,0.688722,2,0.308272,0.311277,1
7036,833,12000,1,1,0,1,0,0.891044,2,0.757876,0.108956,1
274,75,80,1,0,4,3,1,0.90086,2,0.779689,0.0991402,1
14607,409,37000,1,1,1,0,1,0.368111,0,0.181975,0.631889,1
13955,577,34000,1,1,1,3,0,0.888577,2,0.752394,0.111423,1
7095,756,8986,1,0,1,2,0,0.731317,2,0.402926,0.268683,1
21619,313,230000,1,1,3,7,1,0.908555,2,0.796788,0.0914453,1
756,78,632,1,0,1,0,1,0.144686,0,0.678475,0.855314,1
16800,810,9867,1,1,1,1,0,0.722438,2,0.383197,0.277562,1
9870,557,703,1,0,2,4,1,0.630638,2,0.179194,0.369362,1
337,118,180,1,0,0,1,1,0.00613696,0,0.986362,0.993863,1
11015,1129,980,1,0,0,0,0,0.920629,2,0.823619,0.0793714,1
46699,10171,39000,1,0,3,0,1,0.938778,2,0.863951,0.0612222,1
11712,403,743000,1,1,2,0,1,0.661264,2,0.247253,0.338736,1
47301,139,466000,1,1,1,1,0,0.772057,2,0.49346,0.227943,1
2027,211,9594,1,0,1,4,0,0.0260078,0,0.942205,0.973992,1
473,1043,345,1,0,1,17,0,0.668244,2,0.262765,0.331756,1
10652,426,116000,1,1,0,0,0,0.98272,2,0.961601,0.0172796,1
173,17,1,0,0,0,1,1,0.866611,2,0.703581,0.133389,1
173,17,1,0,0,2,4,0,0.109016,0,0.757742,0.890984,1
2478,177,9863,1,0,1,0,1,0.713245,2,0.362768,0.286755,1
974,361,123000,1,1,1,2,1,0.878535,2,0.730077,0.121465,1
5618,1633,16000,1,1,0,1,0,0.0355352,0,0.921033,0.964465,1
2655,549,973,1,0,1,1,0,0.989909,2,0.977575,0.0100912,1
19973,411,171,1,0,1,1,1,0.00935056,0,0.979221,0.990649,1
35943,867,121000,1,1,0,3,0,0.000658691,0,0.998536,0.999341,1
3742,88,50,1,0,1,0,1,0.984638,2,0.965862,0.0153619,1
52298,840,524000,1,1,0,0,1,0.96226,2,0.916132,0.0377404,1
18967,116,596000,1,1,0,51,1,0.508698,1,0.826039,0.491302,1
155,129,692,1,0,0,0,0,0.741377,2,0.425282,0.258623,1
32057,1459,541000,1,1,1,1,1,0.980139,2,0.955865,0.0198608,1
60285,1051,40000,1,1,3,0,1,0.545031,1,0.0993871,0.454969,1
840,98,2748,0,1,4,2,1,0.457047,1,0.140931,0.542953,1
16203,54,221000,1,1,0,1,1,0.743238,2,0.429418,0.256762,1
18,1184,281000,1,1,3,0,1,0.0101482,0,0.977448,0.989852,1
2652,34,8603,1,1,1,1,1,0.226555,0,0.496545,0.773445,1
2489,281,13000,1,1,0,0,0,0.586843,2,0.0818743,0.413157,1
983,390,137,1,0,1,0,0,0.391727,0,0.129494,0.608272,1
26752,1759,205000,1,1,0,0,1,0.43709,0,0.0286886,0.56291,1
92273,187,190000,1,1,3,3,1,0.444731,0,0.0117091,0.555269,1
1718,711,202,1,0,3,0,1,0.0409859,0,0.90892,0.959014,1
122,101,51,1,0,1,1,1,0.233182,0,0.481817,0.766817,1
72767,154,105000,0,0,1,0,1,0.244303,0,0.457105,0.755697,1
3844,121,124000,0,1,3,3,1,0.887578,2,0.750172,0.112422,1
5065,83,145000,1,1,2741,2,0,0.825174,2,0.611498,0.174826,1
3844,121,124000,0,1,0,1,1,0.497341,1,0.946812,0.502659,1
5065,83,145000,1,1,1,0,0,0.829731,2,0.621624,0.170269,1
1385,6,3,1,1,1,0,0,0.728862,2,0.397471,0.271138,1
60700,69,103000,0,0,0,0,0,0.164692,0,0.634017,0.835308,1
88856,393,515000,1,1,0,2,0,0.432002,0,0.0399955,0.567998,1
7562,46,13,0,0,3,0,1,0.934646,2,0.854769,0.0653541,1
26425,316,4012000,1,1,0,1,1,0.929053,2,0.842341,0.0709465,1
1639,146,61,0,0,1,117,0,0.101944,0,0.773458,0.898056,1
101616,527,1389000,1,1,3,0,1,0.842852,2,0.650781,0.157148,1
1110,57,223,1,0,3,0,0,0.935975,2,0.857722,0.064025,1
28200,1877,37000,1,1,1,4,0,0.840902,2,0.646448,0.159098,1
27606,241,1029000,1,1,0,0,1,0.196066,0,0.564297,0.803934,1
3131,81,280000,1,1,4,127,1,0.871807,2,0.715127,0.128193,1
4660,1007,399,1,0,4,0,1,0.976006,2,0.94668,0.0239937,1
41124,19715,10000,1,1,0,163,0,0.3413,0,0.241557,0.6587,1
17671,811,513000,1,1,3,1,0,0.121237,0,0.730585,0.878763,1
60285,1051,40000,1,1,0,2,0,0.982131,2,0.960291,0.0178689,1
85371,157,256000,1,0,1,1,0,0.826081,2,0.613512,0.173919,1
60700,69,103000,0,0,4,0,0,0.780276,2,0.511725,0.219724,1
18390,4363,1602000,0,1,5955,3,0,0.149652,0,0.667439,0.850348,1
29193,118,513000,1,1,0,0,1,0.0932393,0,0.792802,0.906761,1
18296,5978,1592000,0,1,1,1,0,0.986075,2,0.969055,0.0139251,1
61885,32,391000,1,1,4,0,1,0.872267,2,0.71615,0.127733,1
15,69,1,0,0,3,0,1,0.809841,2,0.577425,0.190159,1
27,124,92,0,0,3,1,0,0.742267,2,0.427261,0.257733,1
27,124,92,0,0,0,1,1,0.528893,1,0.422138,0.471107,1
14289,9699,330000,1,1,0,0,1,0.632183,2,0.18263,0.367817,1
99778,563,3110000,1,0,2,0,0,0.202953,0,0.548993,0.797047,1
37258,301,1012000,1,1,0,0,1,0.545456,1,0.0908792,0.454544,1
26660,38,244000,1,1,0,3,1,0.393909,0,0.124647,0.606091,1
26660,38,244000,1,1,2,0,0,0.679871,2,0.288602,0.320129,1
