序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
7461,金牛,通惠门,2室1厅1厨1卫,中楼层 (共12层),70.64,平层,板楼,西南,钢混结构,简装,有,2021/10/26,商品房,普通住宅,9300
7462,金牛,花照壁,3室1厅1厨2卫,高楼层 (共6层),122.0,跃层,板楼,东南,砖混结构,精装,无,44309,商品房,普通住宅,13200
7463,金牛,高家庄,2室2厅1厨1卫,中楼层 (共26层),89.54,平层,塔楼,西南,钢混结构,简装,有,44485,商品房,普通住宅,13400
7464,金牛,九里堤,1室1厅1厨1卫,高楼层 (共6层),55.55,跃层,板楼,东南,框架结构,简装,无,2021/4/17,商品房,普通住宅,5100
7465,金牛,马鞍路,2室2厅1厨1卫,高楼层 (共39层),72.64,平层,塔楼,西北,钢混结构,精装,有,44419,商品房,普通住宅,15600
7466,金牛,一品天下,2室1厅1厨1卫,低楼层 (共18层),85.93,平层,板塔结合,东南,框架结构,简装,有,44321,商品房,普通住宅,12300
7467,金牛,抚琴小区,1室1厅1厨1卫,中楼层 (共26层),53.24,平层,塔楼,东南,钢混结构,精装,有,2021/10/7,商品房,普通住宅,8500
7468,金牛,高家庄,1室1厅1厨1卫,中楼层 (共25层),43.81,平层,塔楼,东南,钢混结构,简装,有,2021/9/24,商品房,普通住宅,5600
7469,金牛,一品天下,2室1厅1厨1卫,高楼层 (共7层),72.59,平层,板楼,东南,砖混结构,精装,无,2020/5/25,商品房,普通住宅,7050
7470,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共18层),57.2,平层,板楼,西,框架结构,精装,有,2021/10/7,商品房,普通住宅,6650
7471,金牛,西南交大,2室1厅1厨1卫,中楼层 (共7层),81.63,平层,板楼,东南 南,混合结构,简装,无,2021/11/14,商品房,普通住宅,8800
7472,金牛,茶店子,2室1厅1厨1卫,中楼层 (共6层),60.71,平层,板楼,西南,砖混结构,简装,无,2021/11/11,商品房,普通住宅,8200
7473,金牛,金府,2室2厅1厨1卫,低楼层 (共23层),67.09,平层,板楼,南,钢混结构,简装,有,2021/10/8,经济适用房,普通住宅,8000
7474,金牛,石人小区,2室1厅1厨1卫,中楼层 (共7层),67.2,平层,板楼,南,砖混结构,简装,无,2021/8/31,商品房,普通住宅,7900
7475,金牛,西南交大,2室1厅1厨1卫,中楼层 (共7层),68.05,平层,板楼,南 北,砖混结构,精装,无,2021/8/31,经济适用房,普通住宅,8000
7476,金牛,金牛万达,2室1厅1厨1卫,高楼层 (共7层),80.32,平层,板楼,北,砖混结构,简装,无,2021/11/6,商品房,普通住宅,7600
7477,金牛,九里堤,1室1厅1厨1卫,中楼层 (共7层),55.84,平层,板楼,东,混合结构,精装,无,2021/7/4,商品房,普通住宅,5200
7478,金牛,五块石,2室1厅1厨1卫,中楼层 (共21层),76.17,平层,板塔结合,东,钢混结构,精装,有,44485,商品房,普通住宅,13200
7479,金牛,沙湾,2室1厅1厨1卫,中楼层 (共22层),27.47,跃层,塔楼,南,框架结构,简装,有,2021/10/13,商品房,普通住宅,4580
7480,金牛,蜀汉路,2室1厅1厨1卫,中楼层 (共17层),75.72,平层,板塔结合,东南,框架结构,简装,有,44481,商品房,普通住宅,10300
7481,金牛,金府,1室1厅1厨1卫,中楼层 (共22层),41.13,平层,塔楼,西南,框架结构,简装,有,2021/10/16,商品房,普通住宅,4760
7482,金牛,五块石,2室1厅1厨1卫,低楼层 (共20层),74.91,平层,板塔结合,东,框架结构,简装,有,44507,商品房,普通住宅,12000
7483,金牛,一品天下,1室0厅1厨1卫,高楼层 (共9层),38.05,平层,板楼,东南,框架结构,精装,有,2021/9/23,商品房,普通住宅,4300
7484,金牛,沙湾,1室1厅1厨1卫,中楼层 (共15层),46.88,平层,板楼,东,框架结构,简装,有,2021/10/24,商品房,普通住宅,6200
7485,金牛,蜀汉路,3室2厅1厨2卫,低楼层 (共6层),118.95,平层,板楼,东南,钢混结构,简装,无,44476,商品房,普通住宅,12200
7486,金牛,金牛万达,2室1厅1厨1卫,高楼层 (共7层),82.39,平层,板楼,南 东南,混合结构,简装,无,2021/8/6,已购公房,普通住宅,8600
7487,金牛,茶店子,2室2厅1厨1卫,低楼层 (共6层),62.14,平层,板楼,南,砖混结构,简装,无,2021/9/13,商品房,普通住宅,8100
7488,金牛,高家庄,2室2厅1厨1卫,低楼层 (共18层),86.48,平层,板楼,西北,框架结构,简装,有,44482,商品房,普通住宅,10880
7489,金牛,一品天下,2室1厅1厨1卫,中楼层 (共23层),70.81,平层,板塔结合,西南,框架结构,简装,有,44466,商品房,普通住宅,10300
7490,金牛,高家庄,2室2厅1厨1卫,低楼层 (共18层),59.26,平层,板塔结合,东南,钢混结构,精装,有,44409,商品房,普通住宅,12000
7491,金牛,营门口,2室1厅1厨1卫,高楼层 (共5层),82.9,平层,板楼,东南,框架结构,精装,无,2020/12/5,商品房,普通住宅,5000
7492,金牛,营门口,2室1厅1厨1卫,低楼层 (共7层),82.47,平层,板楼,东北,砖混结构,简装,无,2021/10/28,商品房,普通住宅,8980
7493,金牛,蜀汉路,2室1厅1厨1卫,高楼层 (共6层),59.75,平层,板塔结合,东南,钢混结构,毛坯,无,2021/7/31,商品房,普通住宅,7100
7494,金牛,高家庄,2室1厅1厨1卫,低楼层 (共18层),79.62,平层,板楼,东南,钢混结构,精装,有,44267,经济适用房,普通住宅,10700
7495,金牛,高家庄,2室1厅1厨1卫,低楼层 (共18层),80.78,平层,板楼,东南,钢混结构,简装,有,2021/9/9,经济适用房,普通住宅,9400
7496,金牛,金牛万达,2室1厅1厨1卫,中楼层 (共21层),66.66,平层,塔楼,东北,钢混结构,简装,有,44402,商品房,普通住宅,12540
7497,金牛,花牌坊,2室2厅1厨2卫,中楼层 (共24层),50.84,跃层,塔楼,东南,钢混结构,简装,有,44459,商品房,普通住宅,13000
7498,金牛,驷马桥,2室1厅1厨1卫,高楼层 (共21层),75.57,平层,塔楼,南,钢混结构,精装,有,44488,商品房,普通住宅,13500
7499,金牛,金牛万达,3室1厅1厨1卫,中楼层 (共7层),57.64,平层,板楼,东,砖混结构,简装,无,2020/12/29,商品房,普通住宅,5000
7500,金牛,营门口,3室1厅1厨2卫,高楼层 (共6层),129.85,平层,板楼,南,框架结构,精装,无,44330,商品房,普通住宅,14500
7501,金牛,金牛万达,3室2厅1厨2卫,中楼层 (共18层),109.33,平层,板塔结合,西南,框架结构,精装,有,44501,商品房,普通住宅,16100
7502,金牛,金牛万达,2室1厅1厨1卫,高楼层 (共6层),58.53,平层,板楼,东南,砖混结构,简装,无,2021/11/3,商品房,普通住宅,5500
7503,金牛,高家庄,3室2厅1厨1卫,中楼层 (共21层),83.77,平层,板塔结合,东南,框架结构,精装,有,44440,商品房,普通住宅,16000
7504,金牛,通惠门,3室1厅1厨1卫,中楼层 (共7层),67.79,平层,板楼,东南,砖混结构,简装,无,2021/8/24,商品房,普通住宅,8500
7505,金牛,石人小区,3室1厅1厨1卫,高楼层 (共7层),76.36,平层,板楼,北,钢混结构,精装,无,2021/5/26,商品房,普通住宅,7000
7506,金牛,高家庄,3室2厅1厨1卫,低楼层 (共18层),90.65,平层,板楼,南,钢混结构,简装,有,44489,经济适用房,普通住宅,10600
7507,金牛,金府,1室1厅1厨1卫,中楼层 (共23层),55.49,平层,板塔结合,东,钢混结构,简装,有,2021/12/13,经济适用房,普通住宅,6500
7508,金牛,金牛万达,3室2厅1厨1卫,中楼层 (共23层),88.06,平层,板塔结合,西,钢混结构,简装,有,44418,商品房,普通住宅,13900
7509,金牛,五块石,3室2厅1厨2卫,低楼层 (共23层),106.25,平层,板塔结合,南,钢混结构,精装,有,44477,商品房,普通住宅,22200
7510,金牛,西南交大,3室2厅1厨1卫,中楼层 (共7层),104.05,平层,板楼,东南,混合结构,简装,无,44431,商品房,普通住宅,11600
7511,金牛,高家庄,3室2厅1厨2卫,高楼层 (共15层),88.13,平层,板塔结合,西南,钢混结构,精装,有,44509,商品房,普通住宅,17300
7512,金牛,驷马桥,3室2厅1厨1卫,中楼层 (共20层),87.02,平层,塔楼,南,钢混结构,精装,有,44515,商品房,普通住宅,17200
7513,金牛,一品天下,3室1厅1厨2卫,低楼层 (共23层),123.43,平层,板塔结合,东北,框架结构,简装,有,43904,商品房,普通住宅,15800
7514,金牛,花牌坊,3室2厅1厨1卫,低楼层 (共7层),88.53,平层,板楼,东南,砖混结构,简装,无,44537,商品房,普通住宅,11500
7515,金牛,五块石,3室1厅1厨2卫,低楼层 (共11层),101.83,平层,板楼,南,钢混结构,简装,有,44437,商品房,普通住宅,11700
7516,金牛,花牌坊,3室2厅1厨1卫,中楼层 (共7层),100.0,平层,板楼,南,砖混结构,简装,无,44502,商品房,普通住宅,12200
7517,金牛,花牌坊,2室1厅1厨2卫,中楼层 (共24层),47.57,跃层,塔楼,南,钢混结构,精装,有,44538,商品房,普通住宅,12300
7518,金牛,西南交大,2室1厅1厨1卫,中楼层 (共7层),64.63,平层,板楼,东南,混合结构,简装,无,2021/5/29,商品房,普通住宅,6200
7519,金牛,营门口,2室1厅1厨1卫,中楼层 (共7层),50.52,平层,塔楼,西南,混合结构,精装,有,2021/10/29,商品房,普通住宅,5550
7520,金牛,九里堤,2室1厅1厨1卫,中楼层 (共7层),80.56,平层,板楼,东南,砖混结构,简装,无,2021/7/21,商品房,普通住宅,7800
7521,金牛,西南交大,1室1厅1厨1卫,高楼层 (共7层),59.46,平层,板楼,东南,混合结构,简装,无,2021/10/31,商品房,普通住宅,6500
7522,金牛,营门口,2室1厅1厨1卫,高楼层 (共23层),89.74,平层,板塔结合,西南,框架结构,精装,有,44480,商品房,普通住宅,14000
7523,金牛,高家庄,2室1厅1厨1卫,低楼层 (共26层),89.54,平层,塔楼,西南,钢混结构,简装,有,44175,商品房,普通住宅,10900
7524,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共11层),84.45,平层,塔楼,西南 南,框架结构,精装,有,44461,商品房,普通住宅,11500
7525,金牛,马鞍路,2室1厅1厨1卫,低楼层 (共7层),78.65,平层,板塔结合,东南,混合结构,简装,无,2021/10/17,商品房,普通住宅,7800
7526,金牛,马鞍路,2室1厅1厨1卫,中楼层 (共30层),58.18,平层,板塔结合,西北,钢混结构,毛坯,有,44479,拆迁安置房,普通住宅,10900
7527,金牛,国宾,3室2厅1厨2卫,中楼层 (共31层),95.17,平层,塔楼,北,框架结构,毛坯,有,43750,商品房,普通住宅,17400
7528,金牛,金府,3室2厅1厨1卫,低楼层 (共23层),96.27,平层,塔楼,西南,钢混结构,简装,有,44503,经济适用房,普通住宅,11000
7529,金牛,蜀汉路,3室2厅1厨1卫,高楼层 (共17层),88.81,平层,板塔结合,北,框架结构,精装,有,44476,商品房,普通住宅,14500
7530,金牛,花照壁,3室2厅1厨1卫,中楼层 (共7层),90.18,平层,板楼,西南,砖混结构,精装,无,44419,商品房,普通住宅,10150
7531,金牛,华侨城,3室2厅1厨1卫,中楼层 (共33层),88.16,平层,板塔结合,北,钢混结构,精装,有,44487,商品房,普通住宅,13700
7532,金牛,石人小区,3室1厅1厨1卫,中楼层 (共7层),77.31,平层,板楼,东南,混合结构,简装,无,2021/4/13,商品房,普通住宅,7100
7533,金牛,花照壁,3室2厅1厨1卫,中楼层 (共6层),98.83,平层,板楼,南,砖混结构,简装,无,44453,商品房,普通住宅,12800
7534,金牛,天回镇,4室2厅1厨2卫,低楼层 (共31层),117.83,平层,板楼,东南,钢混结构,毛坯,有,44098,商品房,普通住宅,16500
7535,金牛,石人小区,3室1厅1厨1卫,中楼层 (共11层),98.16,平层,板楼,东南,钢混结构,精装,有,44500,商品房,普通住宅,13550
7536,金牛,花牌坊,2室1厅1厨1卫,中楼层 (共7层),68.9,平层,板楼,东,混合结构,简装,无,2021/11/20,商品房,普通住宅,6200
7537,金牛,一品天下,2室2厅1厨2卫,低楼层 (共7层),109.83,平层,板楼,东南,混合结构,简装,无,44528,商品房,普通住宅,13200
7538,金牛,抚琴小区,2室2厅1厨1卫,中楼层 (共7层),68.68,平层,板楼,南,砖混结构,简装,无,2021/11/30,已购公房,普通住宅,7200
7539,金牛,通惠门,2室1厅1厨1卫,高楼层 (共6层),55.0,平层,板楼,东南,砖混结构,精装,无,2021/12/2,商品房,普通住宅,5500
7540,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共32层),78.05,平层,塔楼,南,框架结构,简装,有,44456,商品房,普通住宅,14200
7541,金牛,西南交大,2室2厅1厨1卫,高楼层 (共7层),57.11,平层,板塔结合,南,混合结构,精装,无,2021/10/3,商品房,普通住宅,6160
7542,金牛,通惠门,1室0厅1厨1卫,中楼层 (共12层),45.79,平层,板楼,北,钢混结构,简装,有,2021/2/26,商品房,普通住宅,5500
7543,金牛,花牌坊,2室1厅1厨1卫,高楼层 (共7层),59.79,平层,板楼,东,砖混结构,精装,无,2021/9/13,商品房,普通住宅,5000
7544,金牛,五块石,2室1厅1厨1卫,中楼层 (共22层),89.0,平层,塔楼,东,钢混结构,精装,有,44409,商品房,普通住宅,12400
7545,金牛,五块石,2室1厅1厨1卫,低楼层 (共19层),57.64,平层,板楼,南,框架结构,简装,有,2021/12/3,商品房,普通住宅,6600
7546,金牛,通惠门,2室1厅1厨1卫,低楼层 (共6层),65.96,平层,板楼,南 西南,钢混结构,精装,无,2021/7/27,商品房,普通住宅,9000
7547,金牛,九里堤,2室1厅1厨1卫,中楼层 (共9层),102.15,平层,板楼,东南,钢混结构,简装,有,44537,商品房,普通住宅,15000
7548,金牛,五块石,1室1厅1厨1卫,中楼层 (共6层),43.23,平层,板楼,南,混合结构,其他,无,2021/4/28,拆迁安置房,普通住宅,3800
7549,金牛,西南交大,2室2厅1厨1卫,低楼层 (共6层),70.46,平层,板楼,东北,混合结构,精装,无,2021/10/21,商品房,普通住宅,8380
7550,金牛,华侨城,2室1厅1厨1卫,低楼层 (共16层),81.08,平层,板塔结合,西,框架结构,简装,有,44433,商品房,普通住宅,10000
7551,金牛,高家庄,2室1厅1厨1卫,中楼层 (共6层),61.55,平层,板楼,南,框架结构,简装,无,2021/8/20,商品房,普通住宅,6100
7552,金牛,华侨城,1室1厅1厨1卫,低楼层 (共16层),50.15,平层,板楼,南,框架结构,简装,有,2021/8/27,商品房,普通住宅,5500
7553,金牛,金府,2室1厅1厨1卫,中楼层 (共22层),79.77,平层,塔楼,南,框架结构,简装,有,44514,商品房,普通住宅,10700
7554,金牛,花牌坊,2室2厅1厨1卫,低楼层 (共7层),75.18,平层,板楼,东南,砖混结构,简装,无,2021/9/20,商品房,普通住宅,8300
7555,金牛,五块石,2室1厅1厨1卫,中楼层 (共22层),90.69,平层,塔楼,南,钢混结构,精装,有,44468,商品房,普通住宅,12600
7556,金牛,金牛万达,2室1厅1厨1卫,高楼层 (共17层),81.31,平层,板楼,西北,钢混结构,精装,有,44458,商品房,普通住宅,12900
7557,金牛,金牛万达,2室1厅1厨1卫,中楼层 (共7层),95.79,平层,板楼,东南,钢混结构,简装,无,2021/5/14,商品房,普通住宅,9700
7558,金牛,通惠门,2室1厅1厨1卫,低楼层 (共7层),46.27,平层,板楼,东南,混合结构,简装,无,2021/8/27,商品房,普通住宅,5100
7559,金牛,营门口,2室1厅1厨1卫,高楼层 (共33层),82.3,平层,板塔结合,西南,钢混结构,简装,有,44474,商品房,普通住宅,15800
7560,金牛,九里堤,1室1厅1厨1卫,高楼层 (共19层),42.23,平层,塔楼,东,框架结构,简装,有,2021/6/28,商品房,普通住宅,5000
7561,金牛,马鞍路,2室1厅1厨1卫,高楼层 (共6层),51.04,平层,板楼,南,砖混结构,简装,无,2021/3/25,商品房,普通住宅,4650
7562,金牛,石人小区,2室1厅1厨1卫,高楼层 (共7层),69.79,平层,板楼,西南,砖混结构,精装,无,2021/5/20,商品房,普通住宅,5600
7563,金牛,高家庄,2室1厅1厨1卫,低楼层 (共6层),61.04,平层,板楼,东北,框架结构,精装,无,2021/10/24,商品房,普通住宅,6200
7564,金牛,茶店子,2室1厅1厨1卫,中楼层 (共18层),72.14,平层,板楼,南,钢混结构,精装,有,44477,经济适用房,普通住宅,10000
7565,金牛,花照壁,2室2厅1厨1卫,中楼层 (共11层),91.07,平层,板塔结合,东南,框架结构,简装,有,44509,商品房,普通住宅,12000
7566,金牛,西南交大,2室2厅1厨1卫,中楼层 (共6层),74.14,平层,板楼,东南,混合结构,精装,无,2021/10/17,商品房,普通住宅,8900
7567,金牛,五块石,2室1厅1厨1卫,高楼层 (共18层),90.9,平层,塔楼,南,钢混结构,简装,有,44433,商品房,普通住宅,11500
7568,金牛,五块石,2室2厅1厨1卫,中楼层 (共21层),69.98,平层,板塔结合,北,钢混结构,简装,有,44493,商品房,普通住宅,11900
7569,金牛,华侨城,1室1厅1厨1卫,中楼层 (共16层),49.9,平层,板塔结合,东,框架结构,简装,有,2021/11/6,商品房,普通住宅,6100
7570,金牛,五块石,2室1厅1厨1卫,中楼层 (共22层),83.13,平层,塔楼,东,钢混结构,简装,有,44510,商品房,普通住宅,11000
7571,金牛,石人小区,2室1厅1厨1卫,中楼层 (共6层),56.95,平层,板楼,西南,砖混结构,简装,无,2021/10/30,商品房,普通住宅,5100
7572,金牛,金牛万达,3室1厅1厨2卫,高楼层 (共32层),97.45,平层,塔楼,东,框架结构,简装,有,44505,商品房,普通住宅,18800
7573,金牛,营门口,2室1厅1厨2卫,高楼层 (共18层),45.13,跃层,板塔结合,西,框架结构,精装,有,2021/3/23,商品房,普通住宅,9500
7574,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共6层),63.8,平层,板楼,南,框架结构,精装,无,2021/11/15,商品房,普通住宅,6400
7575,金牛,九里堤,3室1厅1厨2卫,中楼层 (共10层),121.33,平层,板楼,北,钢混结构,简装,有,44437,商品房,普通住宅,16500
