,类别,行政区,点评数,口味,环境,服务,人均消费
79168,浙菜,J,1008.0,8.2,8.4,8.4,91.0
79169,助餐,J,16.0,6.6,6.3,6.4,53.0
79171,海鲜,J,910.0,7.6,7.9,7.5,80.0
79172,湘菜,M,179.0,7.0,6.5,6.6,69.0
79175,西餐,J,5.0,7.5,7.2,7.2,15.0
79180,浙菜,M,32.0,7.6,7.6,7.6,85.0
79182,火锅,M,68.0,7.4,7.5,7.4,56.0
79183,快餐,M,45.0,7.1,7.2,6.9,34.0
79184,快餐,M,63.0,6.1,6.3,6.1,18.0
79185,本菜,M,56.0,7.0,7.1,6.9,39.0
79186,西餐,M,180.0,7.5,7.5,7.6,27.0
79187,甜点,M,20.0,7.1,7.1,7.0,10.0
79188,甜点,M,37.0,7.4,7.5,7.4,21.0
79189,甜点,M,2.0,6.9,6.9,6.9,14.0
79190,美食,M,276.0,7.8,8.4,7.4,109.0
79191,美食,M,111.0,6.8,7.1,7.1,24.0
79192,啡厅,M,20.0,7.5,7.5,7.5,36.0
79199,啡厅,M,66.0,7.3,7.3,7.3,44.0
79203,火锅,J,628.0,8.0,7.4,7.8,89.0
79204,烧烤,J,145.0,8.7,8.2,8.9,113.0
79208,甜点,J,497.0,7.7,7.8,7.6,44.0
79213,甜点,J,36.0,7.4,7.4,7.1,25.0
79218,火锅,J,20.0,7.4,7.0,6.7,82.0
79221,甜点,J,185.0,7.2,7.2,6.9,11.0
79223,火锅,J,29.0,7.6,7.4,7.4,55.0
79224,西餐,J,1722.0,8.1,8.2,8.1,72.0
79225,快餐,J,29.0,7.2,7.5,7.3,22.0
79227,快餐,J,64.0,6.7,6.7,6.6,13.0
79228,甜点,M,3.0,7.0,7.0,7.0,19.0
79235,甜点,J,14.0,7.1,7.1,7.1,35.0
79238,火锅,J,1767.0,9.2,9.2,9.3,131.0
79246,火锅,J,4169.0,9.0,9.0,8.9,125.0
79247,火锅,J,2060.0,8.2,8.5,8.0,136.0
79248,助餐,J,2827.0,7.5,7.6,7.6,73.0
79249,快餐,J,851.0,7.7,7.3,7.5,27.0
79250,西餐,J,1023.0,8.4,8.9,9.0,113.0
79251,甜点,J,787.0,8.2,8.0,7.9,54.0
79252,甜点,J,458.0,8.0,7.9,7.7,24.0
79263,快餐,J,161.0,8.0,7.7,8.1,22.0
79264,快餐,J,67.0,6.9,6.8,6.8,22.0
79265,甜点,J,31.0,7.3,7.3,7.3,22.0
79270,粤菜,J,892.0,7.1,7.6,6.9,205.0
79271,川菜,J,582.0,8.1,8.3,8.3,104.0
79272,川菜,J,871.0,7.2,7.5,7.1,80.0
79275,湘菜,J,3511.0,8.2,8.3,8.2,91.0
79276,湘菜,J,857.0,8.0,8.4,8.1,66.0
79277,北菜,J,2949.0,7.6,7.6,7.6,61.0
79279,火锅,J,486.0,7.6,7.6,7.1,101.0
79280,火锅,J,2210.0,7.1,7.2,7.3,131.0
79282,火锅,J,257.0,7.4,7.5,7.4,120.0
79283,快餐,J,108.0,7.8,7.8,7.8,21.0
79284,快餐,J,570.0,7.3,7.6,7.4,43.0
79285,快餐,J,313.0,7.8,8.1,8.0,36.0
79286,快餐,J,43.0,7.5,7.6,7.6,26.0
79287,快餐,J,27.0,6.9,6.9,7.2,10.0
79289,快餐,J,50.0,7.3,7.0,7.2,24.0
79292,快餐,J,53.0,7.3,7.0,6.4,69.0
79294,本菜,J,4556.0,8.7,9.0,9.0,112.0
79295,料理,J,1634.0,7.3,7.6,7.6,75.0
79296,料理,J,1255.0,7.4,7.4,7.2,47.0
79297,亚菜,J,1318.0,7.4,7.8,7.7,100.0
79298,甜点,J,45.0,7.7,7.9,8.2,17.0
79299,甜点,J,162.0,7.6,7.6,7.3,84.0
79300,甜点,J,78.0,7.3,7.6,7.7,12.0
79303,甜点,J,265.0,7.1,6.8,6.5,12.0
79304,甜点,J,47.0,6.9,7.1,7.3,18.0
79306,甜点,J,9.0,7.3,7.1,7.1,14.0
79319,南菜,J,93.0,5.4,6.7,6.1,94.0
79332,西餐,J,1.0,6.9,6.9,6.9,25.0
79335,甜点,J,783.0,7.4,7.5,7.2,25.0
79336,快餐,J,207.0,7.5,7.4,7.4,36.0
79337,浙菜,J,683.0,8.2,8.4,7.9,81.0
79338,浙菜,J,1623.0,7.1,7.1,6.7,111.0
79339,浙菜,J,72.0,6.8,7.6,7.3,75.0
79341,湾菜,J,1830.0,8.1,8.4,8.3,87.0
79342,粤菜,J,3117.0,7.6,7.8,7.3,87.0
79344,火锅,J,179.0,8.0,9.0,8.1,83.0
79345,火锅,J,97.0,8.1,8.0,8.3,51.0
79346,火锅,J,532.0,7.6,7.8,7.5,87.0
79347,火锅,J,34.0,8.0,7.8,8.0,38.0
79348,火锅,J,69.0,7.6,7.8,8.4,97.0
79350,快餐,J,1390.0,8.1,7.7,7.7,23.0
79351,快餐,J,35.0,7.7,7.8,7.7,24.0
79352,快餐,J,220.0,7.4,7.2,7.1,34.0
79353,快餐,J,1138.0,7.5,7.5,7.2,35.0
79354,快餐,J,59.0,7.5,7.4,7.4,14.0
79355,快餐,J,129.0,7.1,6.8,6.6,13.0
79356,快餐,J,81.0,7.3,7.4,7.1,26.0
79357,快餐,J,197.0,7.0,7.3,7.0,23.0
79358,快餐,J,665.0,7.5,7.3,7.4,11.0
79359,快餐,J,56.0,7.3,7.2,7.3,27.0
79360,快餐,J,11.0,6.7,6.6,6.7,20.0
79361,快餐,J,73.0,7.4,7.4,7.5,18.0
79363,本菜,J,1506.0,8.2,8.3,8.4,94.0
79364,本菜,J,1177.0,7.8,7.8,7.6,46.0
79365,料理,J,2153.0,8.9,8.7,9.0,99.0
79366,烧烤,J,324.0,8.4,8.4,8.1,120.0
79368,西餐,J,501.0,8.4,8.6,7.9,88.0
79369,甜点,J,46.0,7.2,7.4,6.8,24.0
79370,甜点,J,128.0,7.4,7.3,7.3,23.0
79371,甜点,J,70.0,7.1,7.1,6.9,42.0
79373,甜点,J,320.0,7.6,7.5,7.3,30.0
79374,甜点,J,20.0,7.1,7.2,7.2,25.0
79375,甜点,J,98.0,7.5,7.5,7.4,21.0
79378,美食,J,988.0,8.4,8.8,8.8,72.0
79379,美食,J,4329.0,8.2,8.8,8.8,85.0
79382,快餐,J,11.0,7.3,7.3,7.4,21.0
79387,北菜,J,3880.0,8.8,8.9,9.0,95.0
79388,北菜,J,187.0,6.3,6.4,6.5,61.0
79395,甜点,J,1188.0,8.1,8.0,7.9,19.0
79400,快餐,J,199.0,7.3,7.2,7.0,32.0
79408,快餐,J,69.0,7.1,7.1,7.1,15.0
79409,快餐,J,29.0,7.4,7.3,7.5,14.0
79412,快餐,J,24.0,7.3,7.3,7.3,16.0
79417,啡厅,C,4.0,7.1,7.4,7.0,38.0
79422,湘菜,H,12.0,7.3,7.3,7.0,276.0
79423,火锅,J,910.0,7.7,7.7,7.4,61.0
79424,西餐,J,556.0,8.2,8.2,8.0,73.0
79425,啡厅,J,347.0,7.8,7.7,8.1,40.0
79426,甜点,J,421.0,7.8,7.6,7.5,71.0
79431,火锅,J,6.0,7.7,7.6,7.7,56.0
79434,川菜,J,116.0,6.9,7.0,6.9,78.0
79437,助餐,J,43.0,7.1,7.0,7.2,54.0
79440,西餐,M,96.0,7.4,7.4,7.4,39.0
79443,甜点,J,6.0,6.7,6.7,6.9,15.0
79451,快餐,J,8.0,6.9,6.8,6.9,18.0
79452,甜点,J,25.0,7.4,7.4,7.3,12.0
79453,浙菜,I,14.0,7.3,6.8,6.8,84.0
79454,火锅,J,6.0,7.1,7.1,7.1,40.0
79458,湘菜,M,218.0,7.7,8.1,7.1,72.0
79460,甜点,M,29.0,6.7,6.8,6.7,20.0
79467,湘菜,J,1011.0,7.4,7.3,7.4,86.0
79468,西餐,J,177.0,7.6,8.1,8.0,75.0
79469,美食,J,10.0,7.4,7.3,7.4,30.0
79474,龙虾,J,43.0,7.1,6.8,6.8,72.0
79480,火锅,J,17.0,6.5,6.5,6.5,166.0
79482,快餐,J,60.0,7.0,7.0,7.1,25.0
79488,浙菜,J,293.0,9.1,8.8,8.7,64.0
79489,川菜,J,2086.0,7.3,7.5,7.6,74.0
79490,本菜,J,707.0,7.4,7.5,7.4,28.0
79491,甜点,J,339.0,8.2,7.8,8.2,15.0
79492,快餐,J,1145.0,7.8,7.7,7.6,25.0
79493,甜点,J,30.0,7.2,7.1,7.1,8.0
79499,快餐,N,128.0,7.1,7.3,7.2,47.0
79501,火锅,J,101.0,7.2,7.3,7.5,27.0
79504,湘菜,J,15.0,7.2,7.3,7.2,79.0
79505,湘菜,J,27.0,7.0,6.9,6.6,58.0
79509,湘菜,J,10.0,6.2,6.2,6.3,22.0
79510,火锅,J,570.0,7.8,7.4,7.7,68.0
79511,快餐,J,207.0,7.9,7.5,7.9,11.0
79512,西餐,J,42.0,7.6,7.6,7.5,35.0
79513,甜点,J,525.0,8.4,8.0,8.2,12.0
79514,甜点,J,66.0,7.4,7.4,7.5,25.0
79515,甜点,J,16.0,6.9,6.9,6.9,12.0
79518,快餐,M,62.0,8.8,8.6,8.7,29.0
79519,甜点,J,3.0,6.9,6.9,6.9,11.0
79525,甜点,J,28.0,6.7,6.8,7.0,12.0
79529,甜点,J,62.0,7.4,7.4,7.5,13.0
79531,快餐,H,47.0,8.3,8.3,8.1,38.0
79532,美食,H,14.0,6.8,6.7,6.6,53.0
79539,快餐,M,128.0,8.2,8.1,8.4,26.0
79541,快餐,J,28.0,7.5,7.4,7.5,13.0
79544,浙菜,H,31.0,7.2,7.1,7.2,88.0
79553,浙菜,J,174.0,7.0,6.4,6.6,51.0
79558,快餐,H,97.0,7.6,7.5,7.6,47.0
79561,火锅,J,17.0,7.3,6.8,7.1,84.0
79568,火锅,M,31.0,6.5,6.4,6.5,47.0
79570,美食,M,12.0,6.9,6.9,6.9,43.0
79576,美食,M,1.0,6.9,6.9,6.9,16.0
79577,甜点,J,16.0,7.4,7.4,7.4,11.0
79586,火锅,M,2.0,6.9,7.0,6.9,34.0
79589,甜点,M,23.0,7.0,7.2,7.2,21.0
79591,快餐,J,42.0,7.6,7.4,7.7,15.0
79594,啡厅,M,17.0,7.5,7.5,7.6,50.0
79596,快餐,M,12.0,7.5,7.4,7.3,11.0
79601,快餐,M,10.0,7.4,7.2,7.2,15.0
79610,快餐,J,14.0,6.6,6.7,6.7,31.0
79611,烧烤,J,55.0,7.3,7.3,7.2,87.0
79613,美食,H,20.0,7.0,6.8,6.9,31.0
79617,快餐,J,19.0,7.4,7.4,7.4,28.0
79618,川菜,M,7.0,7.1,7.0,7.1,44.0
79621,快餐,M,44.0,7.1,7.0,6.9,23.0
79625,快餐,J,2.0,7.5,7.5,7.5,15.0
79627,西餐,M,1.0,6.8,6.8,6.8,17.0
79629,龙虾,J,16.0,7.1,6.8,7.0,82.0
79631,川菜,M,20.0,7.1,7.1,7.1,49.0
79632,浙菜,M,66.0,7.4,7.4,7.2,145.0
79633,快餐,M,177.0,7.4,7.5,7.2,24.0
79634,快餐,M,5.0,7.6,7.3,7.4,18.0
79639,甜点,M,3.0,6.9,6.9,7.3,11.0
79640,烧烤,J,249.0,8.1,7.6,7.9,14.0
79643,湘菜,J,39.0,7.1,7.1,7.2,86.0
79644,快餐,M,44.0,7.5,7.4,7.4,25.0
79646,烧烤,J,4.0,7.1,7.1,7.1,48.0
79647,料理,M,46.0,7.1,7.1,7.3,48.0
79651,助餐,M,23.0,7.5,7.4,7.5,15.0
79653,火锅,M,252.0,8.3,7.9,8.4,72.0
79656,甜点,J,23.0,8.1,7.9,8.0,15.0
79662,快餐,H,1.0,6.9,6.9,6.9,27.0
79668,快餐,M,31.0,6.8,6.9,6.9,9.0
79669,快餐,M,22.0,7.1,6.6,6.8,21.0
79671,浙菜,M,1.0,6.9,6.9,6.9,35.0
79679,快餐,M,126.0,7.3,7.2,7.3,11.0
79681,甜点,M,70.0,7.5,7.5,7.5,15.0
79684,快餐,H,490.0,8.2,8.1,7.8,63.0
79686,快餐,M,34.0,7.2,7.3,7.3,18.0
79688,浙菜,J,236.0,8.4,8.6,8.5,77.0
79689,浙菜,J,1516.0,7.5,7.6,7.0,111.0
79690,川菜,J,1387.0,7.6,8.2,7.6,89.0
79691,川菜,J,42.0,6.8,6.9,6.6,79.0
79692,粤菜,J,1593.0,7.7,8.0,7.9,89.0
79694,湘菜,J,989.0,7.2,7.6,7.0,94.0
79695,北菜,J,316.0,7.9,8.0,7.8,69.0
79696,火锅,J,4929.0,9.1,9.0,9.1,133.0
79697,火锅,J,933.0,8.7,8.8,8.6,131.0
79698,火锅,J,409.0,7.3,7.9,7.8,88.0
79699,火锅,J,48.0,6.9,7.4,7.0,57.0
79701,快餐,J,101.0,6.9,7.5,7.2,64.0
79702,快餐,J,139.0,7.8,8.0,8.0,25.0
79703,快餐,J,433.0,7.5,7.5,7.9,17.0
79704,快餐,J,391.0,7.1,7.1,7.0,30.0
79705,快餐,J,327.0,7.3,7.2,7.2,18.0
79706,快餐,J,150.0,7.4,7.3,7.4,18.0
79707,快餐,J,256.0,7.4,7.3,7.2,20.0
79708,快餐,J,16.0,6.8,6.5,6.7,16.0
79710,快餐,J,96.0,6.9,6.8,6.8,21.0
79711,快餐,J,50.0,7.3,7.3,7.1,33.0
79712,本菜,J,1711.0,7.1,7.4,7.6,94.0
79713,料理,J,989.0,7.1,7.2,6.9,92.0
79714,亚菜,J,38.0,7.9,8.5,8.7,105.0
79715,西餐,J,1592.0,8.3,8.5,8.1,77.0
79716,西餐,J,297.0,7.6,8.3,7.8,56.0
79717,甜点,J,399.0,7.5,7.5,7.4,48.0
79718,甜点,J,705.0,8.1,7.9,7.8,33.0
79719,甜点,J,167.0,7.4,7.1,6.9,12.0
79721,甜点,J,69.0,7.2,7.0,6.9,18.0
79722,疆菜,J,1867.0,8.1,7.8,8.0,90.0
79723,啡厅,J,325.0,7.9,8.0,7.7,44.0
79729,快餐,M,29.0,6.8,6.9,6.8,45.0
79738,快餐,M,32.0,7.3,7.2,7.2,23.0
79744,快餐,M,4.0,7.5,7.4,7.5,17.0
79748,火锅,M,4.0,6.7,6.7,6.9,25.0
79750,本菜,J,21.0,7.4,7.1,7.3,18.0
79751,甜点,J,45.0,7.1,7.1,7.1,19.0
79752,北菜,M,29.0,7.4,7.3,7.2,60.0
79755,快餐,M,1.0,7.5,7.5,7.5,15.0
79756,快餐,J,20.0,7.2,7.1,7.1,31.0
79764,快餐,M,52.0,7.3,7.1,7.3,24.0
79766,川菜,M,19.0,7.3,7.3,7.5,15.0
79767,川菜,M,2.0,7.1,7.1,7.1,44.0
79769,快餐,M,24.0,7.3,7.6,7.1,33.0
79772,常菜,M,40.0,6.9,7.0,7.0,54.0
79774,川菜,M,42.0,6.8,6.8,6.7,53.0
79776,甜点,G,4.0,6.8,6.9,6.8,30.0
79780,粤菜,M,124.0,6.9,7.2,6.8,78.0
79782,快餐,M,9.0,7.5,7.3,7.3,27.0
79783,美食,M,11.0,7.8,7.8,7.8,27.0
79785,甜点,J,443.0,7.7,7.8,7.3,38.0
79791,浙菜,J,144.0,7.4,7.6,7.0,105.0
79795,火锅,J,168.0,8.0,8.0,7.9,77.0
79796,浙菜,M,28.0,7.7,7.8,7.6,68.0
79797,浙菜,M,8.0,6.8,6.7,6.7,51.0
79799,快餐,M,6.0,6.9,7.1,7.0,20.0
79803,湘菜,J,8.0,7.8,7.2,7.5,60.0
79804,浙菜,J,83.0,6.6,6.5,6.5,87.0
79805,快餐,M,12.0,7.3,7.2,7.5,15.0
79806,啡厅,H,447.0,7.5,7.2,7.3,40.0
79808,火锅,H,23.0,7.3,7.2,7.3,38.0
79809,快餐,H,126.0,7.0,7.2,7.2,38.0
79810,快餐,H,165.0,6.4,6.6,6.4,52.0
79811,快餐,H,47.0,6.5,6.5,6.5,37.0
79812,甜点,H,102.0,6.6,6.2,6.1,17.0
79813,啡厅,H,116.0,7.2,7.0,6.8,38.0
79818,海鲜,J,659.0,9.1,9.1,8.9,604.0
79819,料理,M,290.0,8.3,8.5,8.1,83.0
79821,甜点,M,1.0,6.9,6.9,6.9,50.0
79824,快餐,M,8.0,7.2,7.2,7.2,15.0
79828,西餐,M,22.0,7.6,7.5,7.6,55.0
79832,快餐,H,23.0,7.3,7.1,6.9,214.0
79833,料理,H,142.0,5.5,5.8,5.8,34.0
79847,湘菜,J,168.0,6.9,6.9,7.0,64.0
79848,烧烤,J,68.0,7.1,7.4,7.2,98.0
79850,烧烤,J,32.0,7.3,7.5,7.2,69.0
79853,本菜,M,410.0,8.5,8.3,8.4,120.0
79856,快餐,J,110.0,7.6,7.9,7.9,48.0
79863,快餐,J,14.0,7.6,7.6,7.6,15.0
79868,火锅,M,16.0,7.2,7.3,7.5,81.0
79869,啡厅,M,236.0,7.3,7.5,7.4,42.0
79875,川菜,J,9.0,6.9,6.8,6.8,35.0
79882,西餐,J,91.0,7.9,7.7,7.7,32.0
79883,甜点,J,33.0,6.8,6.8,6.6,19.0
79884,甜点,J,31.0,7.3,7.1,7.2,17.0
79890,快餐,J,224.0,7.9,7.1,7.4,25.0
79891,火锅,M,6.0,7.2,7.4,7.4,20.0
79893,快餐,H,256.0,7.1,6.6,6.2,32.0
79895,快餐,M,26.0,7.2,7.1,7.2,16.0
79897,甜点,M,19.0,7.8,7.8,7.9,33.0
79901,快餐,H,347.0,6.9,6.9,6.8,38.0
79902,快餐,H,545.0,8.0,7.7,7.6,44.0
79906,北菜,J,59.0,6.8,6.9,6.6,23.0
79907,快餐,J,81.0,7.1,7.0,7.0,29.0
79912,快餐,J,49.0,7.2,7.1,7.2,14.0
79913,浙菜,J,335.0,8.2,8.2,8.2,111.0
79915,粤菜,J,7.0,7.2,7.1,7.0,28.0
79916,火锅,J,448.0,8.4,8.3,8.2,136.0
79918,美食,M,1.0,7.0,7.0,7.0,14.0
79919,浙菜,J,12.0,7.0,7.5,7.1,80.0
79920,助餐,J,426.0,7.0,7.6,7.3,114.0
79921,海鲜,J,87.0,7.1,7.4,7.3,125.0
79927,本菜,J,2401.0,9.0,9.1,8.9,291.0
79928,西餐,J,189.0,8.7,9.0,9.1,163.0
79931,快餐,J,47.0,7.4,7.3,7.4,18.0
79932,快餐,J,8.0,7.5,7.3,7.3,19.0
79933,甜点,J,11.0,7.2,7.0,7.2,11.0
79940,龙虾,M,4.0,6.7,6.6,6.6,55.0
79942,美食,J,46.0,7.3,7.3,7.4,26.0
79943,啡厅,J,522.0,8.1,8.8,7.8,48.0
79945,快餐,J,8.0,7.0,7.1,7.1,16.0
79949,甜点,J,61.0,7.3,7.4,7.3,22.0
79951,川菜,M,2.0,6.9,6.9,6.9,45.0
79952,快餐,J,10.0,7.3,7.3,7.2,25.0
79955,快餐,J,9.0,7.6,7.4,7.5,35.0
79956,本菜,J,1160.0,7.2,7.9,7.4,213.0
79958,快餐,J,34.0,6.8,6.9,7.1,24.0
79959,甜点,J,133.0,7.5,7.7,7.6,32.0
79960,快餐,J,4.0,6.6,6.7,6.7,15.0
79967,快餐,M,11.0,6.7,6.7,6.7,17.0
79969,甜点,M,159.0,7.4,7.5,7.4,17.0
79970,料理,M,193.0,8.0,8.1,8.3,102.0
79976,浙菜,M,11.0,6.8,7.0,6.9,53.0
79978,快餐,J,35.0,7.2,7.1,7.2,18.0
79984,快餐,M,243.0,7.5,7.4,7.4,26.0
79986,北菜,M,2.0,7.5,6.9,7.2,20.0
79996,川菜,J,23.0,7.3,7.0,7.1,48.0
79999,湘菜,M,1.0,6.9,6.9,6.9,45.0
80003,西餐,J,31.0,7.5,7.6,7.4,25.0
80010,湘菜,J,2.0,6.9,6.9,6.9,21.0
80012,烧烤,J,128.0,8.2,8.3,8.3,77.0
80016,甜点,M,108.0,7.0,7.1,7.2,95.0
80020,火锅,M,12.0,7.7,7.3,7.5,55.0
80021,甜点,J,499.0,7.6,7.7,7.4,24.0
80025,火锅,M,74.0,7.7,7.4,7.9,50.0
80026,甜点,M,11.0,7.3,7.1,7.3,16.0
80031,助餐,M,41.0,7.1,7.0,7.0,37.0
80033,川菜,M,50.0,7.3,7.3,7.7,37.0
80034,川菜,M,334.0,7.1,7.2,7.1,79.0
80035,西餐,M,96.0,7.1,7.3,6.9,63.0
80036,甜点,M,32.0,7.0,7.1,7.2,16.0
80037,甜点,M,58.0,7.1,7.1,7.0,13.0
80038,快餐,M,44.0,7.3,7.2,7.3,18.0
80041,粤菜,J,102.0,7.7,7.2,7.3,72.0
80044,快餐,J,4.0,6.7,6.6,6.7,26.0
80047,快餐,J,125.0,8.4,8.0,8.0,34.0
80054,甜点,J,42.0,8.2,8.2,8.2,84.0
80057,快餐,J,8.0,6.9,6.9,6.9,11.0
80060,湘菜,M,19.0,6.5,6.5,6.3,39.0
80063,海鲜,J,59.0,6.7,6.8,6.5,166.0
80065,甜点,J,1.0,6.9,6.9,6.9,20.0
80071,啡厅,J,74.0,7.0,7.3,6.9,55.0
80073,快餐,J,36.0,7.3,7.4,7.4,18.0
80074,川菜,M,34.0,6.9,6.8,6.8,33.0
80076,快餐,M,106.0,7.7,7.8,7.7,21.0
80077,本菜,M,282.0,6.7,6.8,6.6,45.0
80079,甜点,M,373.0,8.0,8.0,7.9,22.0
80080,甜点,M,35.0,8.1,8.1,7.9,25.0
80083,美食,M,34.0,7.2,7.1,7.1,27.0
80086,快餐,M,45.0,7.3,7.0,7.0,26.0
80087,快餐,M,48.0,7.0,7.2,7.2,27.0
80089,快餐,M,19.0,7.1,7.1,7.1,18.0
80090,甜点,M,30.0,7.3,7.4,7.5,33.0
80091,甜点,M,42.0,6.7,6.9,6.7,15.0
80096,海鲜,J,231.0,7.5,7.5,7.0,172.0
80097,浙菜,M,53.0,7.1,7.1,7.0,58.0
80098,快餐,M,2.0,6.9,6.9,6.9,27.0
80102,浙菜,M,1.0,6.9,6.9,6.9,50.0
80103,助餐,M,11.0,7.7,7.7,7.5,27.0
80105,啡厅,J,66.0,8.0,8.1,7.8,42.0
80107,快餐,M,4.0,7.4,7.4,7.4,26.0
80108,美食,M,4.0,6.8,6.8,6.9,19.0
80111,快餐,M,6.0,7.0,7.1,7.1,20.0
80114,北菜,J,226.0,6.9,7.1,7.0,22.0
80118,快餐,H,273.0,6.7,6.7,6.3,36.0
80119,啡厅,H,55.0,6.3,6.4,6.4,36.0
80120,烧烤,J,25.0,7.1,7.1,7.2,53.0
80127,快餐,M,7.0,7.0,6.9,6.9,14.0
80131,快餐,J,102.0,7.0,7.2,7.1,24.0
80133,快餐,J,49.0,6.9,6.8,6.8,15.0
80134,甜点,M,219.0,7.7,7.7,7.7,21.0
80136,浙菜,M,164.0,8.6,8.9,9.1,70.0
80138,甜点,M,19.0,7.2,7.4,7.2,20.0
80142,甜点,J,58.0,7.5,7.5,7.6,8.0
80144,甜点,J,52.0,7.2,7.3,7.3,18.0
80146,快餐,J,4.0,7.1,7.1,7.1,15.0
80149,疆菜,J,19.0,7.6,7.5,7.5,50.0
80158,甜点,M,15.0,7.3,7.3,7.3,17.0
80161,料理,J,721.0,8.1,7.3,8.0,58.0
80163,川菜,J,6.0,7.0,6.8,7.0,33.0
80168,美食,J,26.0,7.3,7.2,7.2,26.0
80169,快餐,M,15.0,7.3,7.1,7.1,15.0
80172,快餐,H,384.0,6.9,7.0,7.0,32.0
80173,快餐,H,261.0,6.8,6.8,6.6,26.0
80174,快餐,H,286.0,7.6,7.5,7.4,53.0
80175,甜点,H,91.0,7.1,7.1,7.0,23.0
80181,快餐,H,598.0,8.2,7.8,7.8,25.0
80182,快餐,H,309.0,7.8,7.5,7.5,31.0
80183,快餐,H,425.0,7.4,7.4,7.3,43.0
80184,快餐,H,280.0,7.3,7.4,7.2,30.0
80185,快餐,H,232.0,7.9,7.9,7.5,42.0
80186,快餐,H,150.0,7.1,6.8,6.8,36.0
80187,快餐,H,239.0,7.1,7.3,7.1,29.0
80188,快餐,H,658.0,6.6,7.0,6.7,52.0
80189,快餐,H,165.0,6.7,6.8,6.6,28.0
80190,快餐,H,293.0,6.6,6.5,6.2,35.0
80193,快餐,H,240.0,6.9,6.8,6.6,27.0
80194,快餐,H,36.0,7.0,7.0,6.9,28.0
80195,本菜,H,2288.0,7.8,7.6,7.3,51.0
80196,本菜,H,371.0,7.1,7.2,7.1,37.0
80197,西餐,H,307.0,6.9,7.3,7.0,35.0
80198,啡厅,H,424.0,8.0,7.8,7.9,39.0
80199,甜点,H,124.0,7.6,7.6,7.7,25.0
80200,甜点,H,99.0,7.8,7.5,7.2,150.0
80201,甜点,H,61.0,6.9,7.1,7.0,23.0
80202,甜点,H,4.0,8.0,8.0,7.9,20.0
80203,甜点,H,33.0,6.7,6.4,6.3,11.0
80206,啡厅,H,266.0,6.9,6.8,6.4,38.0
80231,快餐,M,171.0,7.1,7.2,6.7,18.0
80233,浙菜,M,1.0,7.0,7.0,7.0,49.0
80236,快餐,M,1.0,6.9,6.9,6.9,15.0
80246,快餐,M,2.0,7.0,7.0,6.7,20.0
80248,美食,J,16.0,7.1,7.2,7.4,29.0
80249,快餐,M,61.0,7.5,7.5,7.4,30.0
80251,甜点,M,8.0,7.3,7.3,7.3,10.0
80252,火锅,M,8.0,7.7,7.7,7.7,21.0
80255,浙菜,M,37.0,6.9,6.8,6.6,72.0
80256,火锅,M,3.0,7.0,7.0,7.0,40.0
80257,浙菜,M,18.0,7.3,7.3,7.5,72.0
80259,美食,J,1.0,7.0,7.0,7.0,20.0
80262,本菜,M,4.0,7.6,7.5,7.5,30.0
80265,甜点,J,118.0,7.9,7.7,8.0,19.0
80272,美食,J,6.0,7.5,7.4,7.5,19.0
80278,龙虾,J,111.0,7.0,6.8,7.0,134.0
80279,快餐,J,44.0,7.2,7.2,7.3,16.0
80280,快餐,M,15.0,6.6,6.8,6.7,17.0
80281,火锅,M,17.0,7.1,7.1,7.1,54.0
80283,北菜,J,65.0,6.8,6.7,6.8,59.0
80288,甜点,J,19.0,7.1,7.3,7.2,18.0
80290,川菜,E,33.0,7.1,6.7,6.8,43.0
80299,甜点,M,8.0,7.2,7.2,7.2,16.0
80311,甜点,J,18.0,7.0,6.9,6.8,63.0
80325,快餐,J,3.0,7.4,7.4,7.3,10.0
80327,湘菜,M,20.0,6.7,6.9,6.8,54.0
80330,湾菜,J,1322.0,7.6,8.0,8.1,75.0
80331,甜点,J,753.0,8.3,8.3,8.2,28.0
80333,烧烤,J,933.0,8.2,8.3,8.3,87.0
80334,浙菜,M,11.0,7.5,7.7,7.3,90.0
80335,川菜,M,66.0,7.5,7.6,7.6,88.0
80336,火锅,M,11.0,7.4,7.2,7.0,57.0
80337,烧烤,M,33.0,7.2,7.2,7.2,40.0
80338,火锅,M,21.0,7.4,7.3,7.4,57.0
80341,快餐,M,1.0,6.9,6.9,6.9,12.0
80347,烧烤,J,690.0,9.2,8.9,9.1,258.0
80348,甜点,M,13.0,7.2,7.2,7.2,13.0
80360,火锅,M,81.0,7.1,7.2,7.0,126.0
80363,粤菜,J,112.0,5.9,6.4,6.0,72.0
80364,火锅,J,1705.0,8.4,8.5,7.9,169.0
80365,火锅,J,190.0,7.7,7.6,7.4,53.0
80366,快餐,J,313.0,7.3,7.4,7.1,40.0
80367,快餐,J,877.0,7.1,7.2,6.8,33.0
80368,快餐,J,203.0,7.6,7.5,7.4,19.0
80369,快餐,J,128.0,7.6,7.5,7.4,23.0
80370,快餐,J,18.0,7.2,7.2,7.1,20.0
80371,快餐,J,40.0,7.1,7.0,7.1,16.0
80372,本菜,J,924.0,6.8,7.4,7.0,81.0
80373,本菜,J,64.0,6.9,7.3,7.0,32.0
80374,料理,J,156.0,7.5,7.2,7.2,18.0
80376,西餐,J,1706.0,8.3,9.0,8.8,155.0
80378,啡厅,J,113.0,7.8,7.9,7.9,58.0
80379,甜点,J,22.0,7.5,7.7,7.5,22.0
